Sample Name	Protocol REF	Assay Name	Derived Data File
pot_1	phenotyping	P_8475	d_VIB_study___51_plant.txt
pot_10	phenotyping	P_8484	d_VIB_study___51_plant.txt
pot_100	phenotyping	P_8519	d_VIB_study___51_plant.txt
pot_101	phenotyping	P_8435	d_VIB_study___51_plant.txt
pot_102	phenotyping	P_8436	d_VIB_study___51_plant.txt
pot_103	phenotyping	P_8437	d_VIB_study___51_plant.txt
pot_104	phenotyping	P_8438	d_VIB_study___51_plant.txt
pot_105	phenotyping	P_8439	d_VIB_study___51_plant.txt
pot_106	phenotyping	P_8440	d_VIB_study___51_plant.txt
pot_107	phenotyping	P_8441	d_VIB_study___51_plant.txt
pot_108	phenotyping	P_8442	d_VIB_study___51_plant.txt
pot_109	phenotyping	P_8443	d_VIB_study___51_plant.txt
pot_11	phenotyping	P_8485	d_VIB_study___51_plant.txt
pot_110	phenotyping	P_8444	d_VIB_study___51_plant.txt
pot_111	phenotyping	P_8445	d_VIB_study___51_plant.txt
pot_112	phenotyping	P_8446	d_VIB_study___51_plant.txt
pot_113	phenotyping	P_8447	d_VIB_study___51_plant.txt
pot_114	phenotyping	P_8448	d_VIB_study___51_plant.txt
pot_115	phenotyping	P_8449	d_VIB_study___51_plant.txt
pot_116	phenotyping	P_8450	d_VIB_study___51_plant.txt
pot_117	phenotyping	P_8451	d_VIB_study___51_plant.txt
pot_118	phenotyping	P_8452	d_VIB_study___51_plant.txt
pot_119	phenotyping	P_8453	d_VIB_study___51_plant.txt
pot_12	phenotyping	P_8486	d_VIB_study___51_plant.txt
pot_120	phenotyping	P_8454	d_VIB_study___51_plant.txt
pot_121	phenotyping	P_8468	d_VIB_study___51_plant.txt
pot_122	phenotyping	P_8469	d_VIB_study___51_plant.txt
pot_123	phenotyping	P_8470	d_VIB_study___51_plant.txt
pot_124	phenotyping	P_8471	d_VIB_study___51_plant.txt
pot_125	phenotyping	P_8472	d_VIB_study___51_plant.txt
pot_126	phenotyping	P_8473	d_VIB_study___51_plant.txt
pot_127	phenotyping	P_8474	d_VIB_study___51_plant.txt
pot_128	phenotyping	P_8455	d_VIB_study___51_plant.txt
pot_129	phenotyping	P_8456	d_VIB_study___51_plant.txt
pot_13	phenotyping	P_8487	d_VIB_study___51_plant.txt
pot_130	phenotyping	P_8457	d_VIB_study___51_plant.txt
pot_131	phenotyping	P_8458	d_VIB_study___51_plant.txt
pot_132	phenotyping	P_8459	d_VIB_study___51_plant.txt
pot_133	phenotyping	P_8460	d_VIB_study___51_plant.txt
pot_134	phenotyping	P_8461	d_VIB_study___51_plant.txt
pot_135	phenotyping	P_8462	d_VIB_study___51_plant.txt
pot_136	phenotyping	P_8463	d_VIB_study___51_plant.txt
pot_137	phenotyping	P_8464	d_VIB_study___51_plant.txt
pot_138	phenotyping	P_8465	d_VIB_study___51_plant.txt
pot_139	phenotyping	P_8466	d_VIB_study___51_plant.txt
pot_14	phenotyping	P_8488	d_VIB_study___51_plant.txt
pot_140	phenotyping	P_8467	d_VIB_study___51_plant.txt
pot_141	phenotyping	P_8396	d_VIB_study___51_plant.txt
pot_142	phenotyping	P_8397	d_VIB_study___51_plant.txt
pot_143	phenotyping	P_8398	d_VIB_study___51_plant.txt
pot_144	phenotyping	P_8399	d_VIB_study___51_plant.txt
pot_145	phenotyping	P_8400	d_VIB_study___51_plant.txt
pot_146	phenotyping	P_8401	d_VIB_study___51_plant.txt
pot_147	phenotyping	P_8402	d_VIB_study___51_plant.txt
pot_148	phenotyping	P_8403	d_VIB_study___51_plant.txt
pot_149	phenotyping	P_8404	d_VIB_study___51_plant.txt
pot_15	phenotyping	P_8489	d_VIB_study___51_plant.txt
pot_150	phenotyping	P_8405	d_VIB_study___51_plant.txt
pot_151	phenotyping	P_8406	d_VIB_study___51_plant.txt
pot_152	phenotyping	P_8407	d_VIB_study___51_plant.txt
pot_153	phenotyping	P_8408	d_VIB_study___51_plant.txt
pot_154	phenotyping	P_8409	d_VIB_study___51_plant.txt
pot_155	phenotyping	P_8410	d_VIB_study___51_plant.txt
pot_156	phenotyping	P_8411	d_VIB_study___51_plant.txt
pot_157	phenotyping	P_8412	d_VIB_study___51_plant.txt
pot_158	phenotyping	P_8413	d_VIB_study___51_plant.txt
pot_159	phenotyping	P_8414	d_VIB_study___51_plant.txt
pot_16	phenotyping	P_8490	d_VIB_study___51_plant.txt
pot_160	phenotyping	P_8395	d_VIB_study___51_plant.txt
pot_161	phenotyping	P_8355	d_VIB_study___51_plant.txt
pot_162	phenotyping	P_8356	d_VIB_study___51_plant.txt
pot_163	phenotyping	P_8357	d_VIB_study___51_plant.txt
pot_164	phenotyping	P_8358	d_VIB_study___51_plant.txt
pot_165	phenotyping	P_8359	d_VIB_study___51_plant.txt
pot_166	phenotyping	P_8360	d_VIB_study___51_plant.txt
pot_167	phenotyping	P_8361	d_VIB_study___51_plant.txt
pot_168	phenotyping	P_8362	d_VIB_study___51_plant.txt
pot_169	phenotyping	P_8363	d_VIB_study___51_plant.txt
pot_17	phenotyping	P_8491	d_VIB_study___51_plant.txt
pot_170	phenotyping	P_8364	d_VIB_study___51_plant.txt
pot_171	phenotyping	P_8365	d_VIB_study___51_plant.txt
pot_172	phenotyping	P_8366	d_VIB_study___51_plant.txt
pot_173	phenotyping	P_8367	d_VIB_study___51_plant.txt
pot_174	phenotyping	P_8368	d_VIB_study___51_plant.txt
pot_175	phenotyping	P_8369	d_VIB_study___51_plant.txt
pot_176	phenotyping	P_8370	d_VIB_study___51_plant.txt
pot_177	phenotyping	P_8371	d_VIB_study___51_plant.txt
pot_178	phenotyping	P_8372	d_VIB_study___51_plant.txt
pot_179	phenotyping	P_8373	d_VIB_study___51_plant.txt
pot_18	phenotyping	P_8492	d_VIB_study___51_plant.txt
pot_180	phenotyping	P_8374	d_VIB_study___51_plant.txt
pot_19	phenotyping	P_8493	d_VIB_study___51_plant.txt
pot_2	phenotyping	P_8476	d_VIB_study___51_plant.txt
pot_20	phenotyping	P_8494	d_VIB_study___51_plant.txt
pot_21	phenotyping	P_8384	d_VIB_study___51_plant.txt
