Sample Name	Protocol REF	Assay Name	Derived Data File
pot_1	phenotyping	P_7231	d_VIB_study___44_plant.txt
pot_10	phenotyping	P_7240	d_VIB_study___44_plant.txt
pot_100	phenotyping	P_7149	d_VIB_study___44_plant.txt
pot_101	phenotyping	P_7150	d_VIB_study___44_plant.txt
pot_102	phenotyping	P_7151	d_VIB_study___44_plant.txt
pot_103	phenotyping	P_7152	d_VIB_study___44_plant.txt
pot_104	phenotyping	P_7153	d_VIB_study___44_plant.txt
pot_105	phenotyping	P_7154	d_VIB_study___44_plant.txt
pot_106	phenotyping	P_7155	d_VIB_study___44_plant.txt
pot_107	phenotyping	P_7156	d_VIB_study___44_plant.txt
pot_108	phenotyping	P_7157	d_VIB_study___44_plant.txt
pot_109	phenotyping	P_7158	d_VIB_study___44_plant.txt
pot_11	phenotyping	P_7241	d_VIB_study___44_plant.txt
pot_110	phenotyping	P_7159	d_VIB_study___44_plant.txt
pot_111	phenotyping	P_7160	d_VIB_study___44_plant.txt
pot_112	phenotyping	P_7161	d_VIB_study___44_plant.txt
pot_113	phenotyping	P_7162	d_VIB_study___44_plant.txt
pot_114	phenotyping	P_7163	d_VIB_study___44_plant.txt
pot_12	phenotyping	P_7242	d_VIB_study___44_plant.txt
pot_13	phenotyping	P_7243	d_VIB_study___44_plant.txt
pot_134	phenotyping	P_7250	d_VIB_study___44_plant.txt
pot_135	phenotyping	P_7251	d_VIB_study___44_plant.txt
pot_136	phenotyping	P_7252	d_VIB_study___44_plant.txt
pot_137	phenotyping	P_7253	d_VIB_study___44_plant.txt
pot_138	phenotyping	P_7254	d_VIB_study___44_plant.txt
pot_139	phenotyping	P_7255	d_VIB_study___44_plant.txt
pot_14	phenotyping	P_7244	d_VIB_study___44_plant.txt
pot_140	phenotyping	P_7256	d_VIB_study___44_plant.txt
pot_141	phenotyping	P_7257	d_VIB_study___44_plant.txt
pot_142	phenotyping	P_7258	d_VIB_study___44_plant.txt
pot_143	phenotyping	P_7259	d_VIB_study___44_plant.txt
pot_144	phenotyping	P_7260	d_VIB_study___44_plant.txt
pot_145	phenotyping	P_7261	d_VIB_study___44_plant.txt
pot_146	phenotyping	P_7262	d_VIB_study___44_plant.txt
pot_147	phenotyping	P_7263	d_VIB_study___44_plant.txt
pot_148	phenotyping	P_7264	d_VIB_study___44_plant.txt
pot_149	phenotyping	P_7265	d_VIB_study___44_plant.txt
pot_15	phenotyping	P_7245	d_VIB_study___44_plant.txt
pot_150	phenotyping	P_7266	d_VIB_study___44_plant.txt
pot_151	phenotyping	P_7267	d_VIB_study___44_plant.txt
pot_152	phenotyping	P_7268	d_VIB_study___44_plant.txt
pot_153	phenotyping	P_7176	d_VIB_study___44_plant.txt
pot_154	phenotyping	P_7177	d_VIB_study___44_plant.txt
pot_155	phenotyping	P_7178	d_VIB_study___44_plant.txt
pot_156	phenotyping	P_7179	d_VIB_study___44_plant.txt
pot_157	phenotyping	P_7180	d_VIB_study___44_plant.txt
pot_158	phenotyping	P_7181	d_VIB_study___44_plant.txt
pot_159	phenotyping	P_7182	d_VIB_study___44_plant.txt
pot_16	phenotyping	P_7246	d_VIB_study___44_plant.txt
pot_160	phenotyping	P_7164	d_VIB_study___44_plant.txt
pot_161	phenotyping	P_7165	d_VIB_study___44_plant.txt
pot_162	phenotyping	P_7166	d_VIB_study___44_plant.txt
pot_163	phenotyping	P_7167	d_VIB_study___44_plant.txt
pot_164	phenotyping	P_7168	d_VIB_study___44_plant.txt
pot_165	phenotyping	P_7169	d_VIB_study___44_plant.txt
pot_166	phenotyping	P_7170	d_VIB_study___44_plant.txt
pot_167	phenotyping	P_7171	d_VIB_study___44_plant.txt
pot_168	phenotyping	P_7172	d_VIB_study___44_plant.txt
pot_169	phenotyping	P_7173	d_VIB_study___44_plant.txt
pot_17	phenotyping	P_7247	d_VIB_study___44_plant.txt
pot_170	phenotyping	P_7174	d_VIB_study___44_plant.txt
pot_171	phenotyping	P_7175	d_VIB_study___44_plant.txt
pot_172	phenotyping	P_7227	d_VIB_study___44_plant.txt
pot_173	phenotyping	P_7228	d_VIB_study___44_plant.txt
pot_174	phenotyping	P_7229	d_VIB_study___44_plant.txt
pot_175	phenotyping	P_7230	d_VIB_study___44_plant.txt
pot_176	phenotyping	P_7221	d_VIB_study___44_plant.txt
pot_177	phenotyping	P_7222	d_VIB_study___44_plant.txt
pot_178	phenotyping	P_7223	d_VIB_study___44_plant.txt
pot_179	phenotyping	P_7224	d_VIB_study___44_plant.txt
pot_18	phenotyping	P_7248	d_VIB_study___44_plant.txt
pot_180	phenotyping	P_7225	d_VIB_study___44_plant.txt
pot_181	phenotyping	P_7226	d_VIB_study___44_plant.txt
pot_19	phenotyping	P_7249	d_VIB_study___44_plant.txt
pot_2	phenotyping	P_7232	d_VIB_study___44_plant.txt
pot_20	phenotyping	P_7190	d_VIB_study___44_plant.txt
pot_21	phenotyping	P_7191	d_VIB_study___44_plant.txt
pot_22	phenotyping	P_7192	d_VIB_study___44_plant.txt
pot_23	phenotyping	P_7193	d_VIB_study___44_plant.txt
pot_24	phenotyping	P_7194	d_VIB_study___44_plant.txt
pot_25	phenotyping	P_7195	d_VIB_study___44_plant.txt
pot_26	phenotyping	P_7196	d_VIB_study___44_plant.txt
pot_27	phenotyping	P_7197	d_VIB_study___44_plant.txt
pot_28	phenotyping	P_7198	d_VIB_study___44_plant.txt
pot_29	phenotyping	P_7199	d_VIB_study___44_plant.txt
pot_3	phenotyping	P_7233	d_VIB_study___44_plant.txt
pot_30	phenotyping	P_7200	d_VIB_study___44_plant.txt
pot_31	phenotyping	P_7201	d_VIB_study___44_plant.txt
pot_32	phenotyping	P_7183	d_VIB_study___44_plant.txt
pot_33	phenotyping	P_7184	d_VIB_study___44_plant.txt
pot_34	phenotyping	P_7185	d_VIB_study___44_plant.txt
pot_35	phenotyping	P_7186	d_VIB_study___44_plant.txt
pot_36	phenotyping	P_7187	d_VIB_study___44_plant.txt
pot_37	phenotyping	P_7188	d_VIB_study___44_plant.txt
pot_38	phenotyping	P_7189	d_VIB_study___44_plant.txt
pot_39	phenotyping	P_7126	d_VIB_study___44_plant.txt
pot_4	phenotyping	P_7234	d_VIB_study___44_plant.txt
pot_40	phenotyping	P_7127	d_VIB_study___44_plant.txt
pot_41	phenotyping	P_7128	d_VIB_study___44_plant.txt
pot_42	phenotyping	P_7129	d_VIB_study___44_plant.txt
pot_43	phenotyping	P_7130	d_VIB_study___44_plant.txt
pot_44	phenotyping	P_7131	d_VIB_study___44_plant.txt
pot_45	phenotyping	P_7132	d_VIB_study___44_plant.txt
pot_46	phenotyping	P_7133	d_VIB_study___44_plant.txt
pot_47	phenotyping	P_7134	d_VIB_study___44_plant.txt
pot_48	phenotyping	P_7135	d_VIB_study___44_plant.txt
pot_49	phenotyping	P_7136	d_VIB_study___44_plant.txt
pot_5	phenotyping	P_7235	d_VIB_study___44_plant.txt
pot_50	phenotyping	P_7137	d_VIB_study___44_plant.txt
pot_51	phenotyping	P_7138	d_VIB_study___44_plant.txt
pot_52	phenotyping	P_7139	d_VIB_study___44_plant.txt
pot_53	phenotyping	P_7140	d_VIB_study___44_plant.txt
pot_54	phenotyping	P_7141	d_VIB_study___44_plant.txt
pot_55	phenotyping	P_7142	d_VIB_study___44_plant.txt
pot_56	phenotyping	P_7143	d_VIB_study___44_plant.txt
pot_57	phenotyping	P_7144	d_VIB_study___44_plant.txt
pot_58	phenotyping	P_7215	d_VIB_study___44_plant.txt
pot_59	phenotyping	P_7216	d_VIB_study___44_plant.txt
pot_6	phenotyping	P_7236	d_VIB_study___44_plant.txt
pot_60	phenotyping	P_7217	d_VIB_study___44_plant.txt
pot_61	phenotyping	P_7218	d_VIB_study___44_plant.txt
pot_62	phenotyping	P_7219	d_VIB_study___44_plant.txt
pot_63	phenotyping	P_7220	d_VIB_study___44_plant.txt
pot_64	phenotyping	P_7202	d_VIB_study___44_plant.txt
pot_65	phenotyping	P_7203	d_VIB_study___44_plant.txt
pot_66	phenotyping	P_7204	d_VIB_study___44_plant.txt
pot_67	phenotyping	P_7205	d_VIB_study___44_plant.txt
pot_68	phenotyping	P_7206	d_VIB_study___44_plant.txt
pot_69	phenotyping	P_7207	d_VIB_study___44_plant.txt
pot_7	phenotyping	P_7237	d_VIB_study___44_plant.txt
pot_70	phenotyping	P_7208	d_VIB_study___44_plant.txt
pot_71	phenotyping	P_7209	d_VIB_study___44_plant.txt
pot_72	phenotyping	P_7210	d_VIB_study___44_plant.txt
pot_73	phenotyping	P_7211	d_VIB_study___44_plant.txt
pot_74	phenotyping	P_7212	d_VIB_study___44_plant.txt
pot_75	phenotyping	P_7213	d_VIB_study___44_plant.txt
pot_76	phenotyping	P_7214	d_VIB_study___44_plant.txt
pot_77	phenotyping	P_7269	d_VIB_study___44_plant.txt
pot_78	phenotyping	P_7270	d_VIB_study___44_plant.txt
pot_79	phenotyping	P_7271	d_VIB_study___44_plant.txt
pot_8	phenotyping	P_7238	d_VIB_study___44_plant.txt
pot_80	phenotyping	P_7272	d_VIB_study___44_plant.txt
pot_81	phenotyping	P_7273	d_VIB_study___44_plant.txt
pot_82	phenotyping	P_7274	d_VIB_study___44_plant.txt
pot_83	phenotyping	P_7275	d_VIB_study___44_plant.txt
pot_84	phenotyping	P_7276	d_VIB_study___44_plant.txt
pot_85	phenotyping	P_7277	d_VIB_study___44_plant.txt
pot_86	phenotyping	P_7278	d_VIB_study___44_plant.txt
pot_87	phenotyping	P_7279	d_VIB_study___44_plant.txt
pot_88	phenotyping	P_7280	d_VIB_study___44_plant.txt
pot_89	phenotyping	P_7281	d_VIB_study___44_plant.txt
pot_9	phenotyping	P_7239	d_VIB_study___44_plant.txt
pot_90	phenotyping	P_7282	d_VIB_study___44_plant.txt
pot_91	phenotyping	P_7283	d_VIB_study___44_plant.txt
pot_92	phenotyping	P_7284	d_VIB_study___44_plant.txt
pot_93	phenotyping	P_7285	d_VIB_study___44_plant.txt
pot_94	phenotyping	P_7286	d_VIB_study___44_plant.txt
pot_95	phenotyping	P_7287	d_VIB_study___44_plant.txt
pot_96	phenotyping	P_7145	d_VIB_study___44_plant.txt
pot_97	phenotyping	P_7146	d_VIB_study___44_plant.txt
pot_98	phenotyping	P_7147	d_VIB_study___44_plant.txt
pot_99	phenotyping	P_7148	d_VIB_study___44_plant.txt
