Sample Name	Protocol REF	Assay Name	Derived Data File
pot_1	phenotyping	P_8231	d_VIB_study___50_plant.txt
pot_10	phenotyping	P_8240	d_VIB_study___50_plant.txt
pot_100	phenotyping	P_8321	d_VIB_study___50_plant.txt
pot_101	phenotyping	P_8322	d_VIB_study___50_plant.txt
pot_102	phenotyping	P_8323	d_VIB_study___50_plant.txt
pot_103	phenotyping	P_8324	d_VIB_study___50_plant.txt
pot_104	phenotyping	P_8325	d_VIB_study___50_plant.txt
pot_105	phenotyping	P_8326	d_VIB_study___50_plant.txt
pot_106	phenotyping	P_8327	d_VIB_study___50_plant.txt
pot_107	phenotyping	P_8328	d_VIB_study___50_plant.txt
pot_108	phenotyping	P_8329	d_VIB_study___50_plant.txt
pot_109	phenotyping	P_8330	d_VIB_study___50_plant.txt
pot_11	phenotyping	P_8241	d_VIB_study___50_plant.txt
pot_110	phenotyping	P_8331	d_VIB_study___50_plant.txt
pot_111	phenotyping	P_8332	d_VIB_study___50_plant.txt
pot_112	phenotyping	P_8333	d_VIB_study___50_plant.txt
pot_113	phenotyping	P_8334	d_VIB_study___50_plant.txt
pot_114	phenotyping	P_8335	d_VIB_study___50_plant.txt
pot_115	phenotyping	P_8256	d_VIB_study___50_plant.txt
pot_116	phenotyping	P_8257	d_VIB_study___50_plant.txt
pot_117	phenotyping	P_8258	d_VIB_study___50_plant.txt
pot_118	phenotyping	P_8259	d_VIB_study___50_plant.txt
pot_119	phenotyping	P_8260	d_VIB_study___50_plant.txt
pot_12	phenotyping	P_8242	d_VIB_study___50_plant.txt
pot_120	phenotyping	P_8261	d_VIB_study___50_plant.txt
pot_121	phenotyping	P_8262	d_VIB_study___50_plant.txt
pot_122	phenotyping	P_8263	d_VIB_study___50_plant.txt
pot_123	phenotyping	P_8264	d_VIB_study___50_plant.txt
pot_124	phenotyping	P_8265	d_VIB_study___50_plant.txt
pot_125	phenotyping	P_8266	d_VIB_study___50_plant.txt
pot_126	phenotyping	P_8267	d_VIB_study___50_plant.txt
pot_127	phenotyping	P_8268	d_VIB_study___50_plant.txt
pot_128	phenotyping	P_8250	d_VIB_study___50_plant.txt
pot_129	phenotyping	P_8251	d_VIB_study___50_plant.txt
pot_13	phenotyping	P_8243	d_VIB_study___50_plant.txt
pot_130	phenotyping	P_8252	d_VIB_study___50_plant.txt
pot_131	phenotyping	P_8253	d_VIB_study___50_plant.txt
pot_132	phenotyping	P_8254	d_VIB_study___50_plant.txt
pot_133	phenotyping	P_8255	d_VIB_study___50_plant.txt
pot_134	phenotyping	P_8279	d_VIB_study___50_plant.txt
pot_135	phenotyping	P_8280	d_VIB_study___50_plant.txt
pot_136	phenotyping	P_8281	d_VIB_study___50_plant.txt
pot_137	phenotyping	P_8282	d_VIB_study___50_plant.txt
pot_138	phenotyping	P_8283	d_VIB_study___50_plant.txt
pot_139	phenotyping	P_8284	d_VIB_study___50_plant.txt
pot_14	phenotyping	P_8244	d_VIB_study___50_plant.txt
pot_140	phenotyping	P_8285	d_VIB_study___50_plant.txt
pot_141	phenotyping	P_8286	d_VIB_study___50_plant.txt
pot_142	phenotyping	P_8287	d_VIB_study___50_plant.txt
pot_143	phenotyping	P_8288	d_VIB_study___50_plant.txt
pot_144	phenotyping	P_8289	d_VIB_study___50_plant.txt
pot_145	phenotyping	P_8290	d_VIB_study___50_plant.txt
pot_146	phenotyping	P_8291	d_VIB_study___50_plant.txt
pot_147	phenotyping	P_8292	d_VIB_study___50_plant.txt
pot_148	phenotyping	P_8293	d_VIB_study___50_plant.txt
pot_149	phenotyping	P_8294	d_VIB_study___50_plant.txt
pot_15	phenotyping	P_8245	d_VIB_study___50_plant.txt
pot_150	phenotyping	P_8295	d_VIB_study___50_plant.txt
pot_151	phenotyping	P_8296	d_VIB_study___50_plant.txt
pot_152	phenotyping	P_8297	d_VIB_study___50_plant.txt
pot_153	phenotyping	P_8348	d_VIB_study___50_plant.txt
pot_154	phenotyping	P_8349	d_VIB_study___50_plant.txt
pot_155	phenotyping	P_8350	d_VIB_study___50_plant.txt
pot_156	phenotyping	P_8351	d_VIB_study___50_plant.txt
pot_157	phenotyping	P_8352	d_VIB_study___50_plant.txt
pot_158	phenotyping	P_8353	d_VIB_study___50_plant.txt
pot_159	phenotyping	P_8354	d_VIB_study___50_plant.txt
pot_16	phenotyping	P_8246	d_VIB_study___50_plant.txt
pot_160	phenotyping	P_8336	d_VIB_study___50_plant.txt
pot_161	phenotyping	P_8337	d_VIB_study___50_plant.txt
pot_162	phenotyping	P_8338	d_VIB_study___50_plant.txt
pot_163	phenotyping	P_8339	d_VIB_study___50_plant.txt
pot_164	phenotyping	P_8340	d_VIB_study___50_plant.txt
pot_165	phenotyping	P_8341	d_VIB_study___50_plant.txt
pot_166	phenotyping	P_8342	d_VIB_study___50_plant.txt
pot_167	phenotyping	P_8343	d_VIB_study___50_plant.txt
pot_168	phenotyping	P_8344	d_VIB_study___50_plant.txt
pot_169	phenotyping	P_8345	d_VIB_study___50_plant.txt
pot_17	phenotyping	P_8247	d_VIB_study___50_plant.txt
pot_170	phenotyping	P_8346	d_VIB_study___50_plant.txt
pot_171	phenotyping	P_8347	d_VIB_study___50_plant.txt
pot_172	phenotyping	P_8275	d_VIB_study___50_plant.txt
pot_173	phenotyping	P_8276	d_VIB_study___50_plant.txt
pot_174	phenotyping	P_8277	d_VIB_study___50_plant.txt
pot_175	phenotyping	P_8278	d_VIB_study___50_plant.txt
pot_176	phenotyping	P_8269	d_VIB_study___50_plant.txt
pot_177	phenotyping	P_8270	d_VIB_study___50_plant.txt
pot_178	phenotyping	P_8271	d_VIB_study___50_plant.txt
pot_179	phenotyping	P_8272	d_VIB_study___50_plant.txt
pot_18	phenotyping	P_8248	d_VIB_study___50_plant.txt
pot_180	phenotyping	P_8273	d_VIB_study___50_plant.txt
pot_181	phenotyping	P_8274	d_VIB_study___50_plant.txt
pot_19	phenotyping	P_8249	d_VIB_study___50_plant.txt
pot_2	phenotyping	P_8232	d_VIB_study___50_plant.txt
pot_20	phenotyping	P_8219	d_VIB_study___50_plant.txt
pot_21	phenotyping	P_8220	d_VIB_study___50_plant.txt
pot_22	phenotyping	P_8221	d_VIB_study___50_plant.txt
pot_23	phenotyping	P_8222	d_VIB_study___50_plant.txt
pot_24	phenotyping	P_8223	d_VIB_study___50_plant.txt
pot_25	phenotyping	P_8224	d_VIB_study___50_plant.txt
pot_26	phenotyping	P_8225	d_VIB_study___50_plant.txt
pot_27	phenotyping	P_8226	d_VIB_study___50_plant.txt
pot_28	phenotyping	P_8227	d_VIB_study___50_plant.txt
pot_29	phenotyping	P_8228	d_VIB_study___50_plant.txt
pot_3	phenotyping	P_8233	d_VIB_study___50_plant.txt
pot_30	phenotyping	P_8229	d_VIB_study___50_plant.txt
pot_31	phenotyping	P_8230	d_VIB_study___50_plant.txt
pot_32	phenotyping	P_8212	d_VIB_study___50_plant.txt
pot_33	phenotyping	P_8213	d_VIB_study___50_plant.txt
pot_34	phenotyping	P_8214	d_VIB_study___50_plant.txt
pot_35	phenotyping	P_8215	d_VIB_study___50_plant.txt
pot_36	phenotyping	P_8216	d_VIB_study___50_plant.txt
pot_37	phenotyping	P_8217	d_VIB_study___50_plant.txt
pot_38	phenotyping	P_8218	d_VIB_study___50_plant.txt
pot_39	phenotyping	P_8174	d_VIB_study___50_plant.txt
pot_4	phenotyping	P_8234	d_VIB_study___50_plant.txt
pot_40	phenotyping	P_8175	d_VIB_study___50_plant.txt
pot_41	phenotyping	P_8176	d_VIB_study___50_plant.txt
pot_42	phenotyping	P_8177	d_VIB_study___50_plant.txt
pot_43	phenotyping	P_8178	d_VIB_study___50_plant.txt
pot_44	phenotyping	P_8179	d_VIB_study___50_plant.txt
pot_45	phenotyping	P_8180	d_VIB_study___50_plant.txt
pot_46	phenotyping	P_8181	d_VIB_study___50_plant.txt
pot_47	phenotyping	P_8182	d_VIB_study___50_plant.txt
pot_48	phenotyping	P_8183	d_VIB_study___50_plant.txt
pot_49	phenotyping	P_8184	d_VIB_study___50_plant.txt
pot_5	phenotyping	P_8235	d_VIB_study___50_plant.txt
pot_50	phenotyping	P_8185	d_VIB_study___50_plant.txt
pot_51	phenotyping	P_8186	d_VIB_study___50_plant.txt
pot_52	phenotyping	P_8187	d_VIB_study___50_plant.txt
pot_53	phenotyping	P_8188	d_VIB_study___50_plant.txt
pot_54	phenotyping	P_8189	d_VIB_study___50_plant.txt
pot_55	phenotyping	P_8190	d_VIB_study___50_plant.txt
pot_56	phenotyping	P_8191	d_VIB_study___50_plant.txt
pot_57	phenotyping	P_8192	d_VIB_study___50_plant.txt
pot_58	phenotyping	P_8206	d_VIB_study___50_plant.txt
pot_59	phenotyping	P_8207	d_VIB_study___50_plant.txt
pot_6	phenotyping	P_8236	d_VIB_study___50_plant.txt
pot_60	phenotyping	P_8208	d_VIB_study___50_plant.txt
pot_61	phenotyping	P_8209	d_VIB_study___50_plant.txt
pot_62	phenotyping	P_8210	d_VIB_study___50_plant.txt
pot_63	phenotyping	P_8211	d_VIB_study___50_plant.txt
pot_64	phenotyping	P_8193	d_VIB_study___50_plant.txt
pot_65	phenotyping	P_8194	d_VIB_study___50_plant.txt
pot_66	phenotyping	P_8195	d_VIB_study___50_plant.txt
pot_67	phenotyping	P_8196	d_VIB_study___50_plant.txt
pot_68	phenotyping	P_8197	d_VIB_study___50_plant.txt
pot_69	phenotyping	P_8198	d_VIB_study___50_plant.txt
pot_7	phenotyping	P_8237	d_VIB_study___50_plant.txt
pot_70	phenotyping	P_8199	d_VIB_study___50_plant.txt
pot_71	phenotyping	P_8200	d_VIB_study___50_plant.txt
pot_72	phenotyping	P_8201	d_VIB_study___50_plant.txt
pot_73	phenotyping	P_8202	d_VIB_study___50_plant.txt
pot_74	phenotyping	P_8203	d_VIB_study___50_plant.txt
pot_75	phenotyping	P_8204	d_VIB_study___50_plant.txt
pot_76	phenotyping	P_8205	d_VIB_study___50_plant.txt
pot_77	phenotyping	P_8298	d_VIB_study___50_plant.txt
pot_78	phenotyping	P_8299	d_VIB_study___50_plant.txt
pot_79	phenotyping	P_8300	d_VIB_study___50_plant.txt
pot_8	phenotyping	P_8238	d_VIB_study___50_plant.txt
pot_80	phenotyping	P_8301	d_VIB_study___50_plant.txt
pot_81	phenotyping	P_8302	d_VIB_study___50_plant.txt
pot_82	phenotyping	P_8303	d_VIB_study___50_plant.txt
pot_83	phenotyping	P_8304	d_VIB_study___50_plant.txt
pot_84	phenotyping	P_8305	d_VIB_study___50_plant.txt
pot_85	phenotyping	P_8306	d_VIB_study___50_plant.txt
pot_86	phenotyping	P_8307	d_VIB_study___50_plant.txt
pot_87	phenotyping	P_8308	d_VIB_study___50_plant.txt
pot_88	phenotyping	P_8309	d_VIB_study___50_plant.txt
pot_89	phenotyping	P_8310	d_VIB_study___50_plant.txt
pot_9	phenotyping	P_8239	d_VIB_study___50_plant.txt
pot_90	phenotyping	P_8311	d_VIB_study___50_plant.txt
pot_91	phenotyping	P_8312	d_VIB_study___50_plant.txt
pot_92	phenotyping	P_8313	d_VIB_study___50_plant.txt
pot_93	phenotyping	P_8314	d_VIB_study___50_plant.txt
pot_94	phenotyping	P_8315	d_VIB_study___50_plant.txt
pot_95	phenotyping	P_8316	d_VIB_study___50_plant.txt
pot_96	phenotyping	P_8317	d_VIB_study___50_plant.txt
pot_97	phenotyping	P_8318	d_VIB_study___50_plant.txt
pot_98	phenotyping	P_8319	d_VIB_study___50_plant.txt
pot_99	phenotyping	P_8320	d_VIB_study___50_plant.txt
