Sample Name	Protocol REF	Assay Name	Derived Data File
pot_1	phenotyping	P_7631	d_VIB_study___47_plant.txt
pot_10	phenotyping	P_7640	d_VIB_study___47_plant.txt
pot_100	phenotyping	P_7778	d_VIB_study___47_plant.txt
pot_101	phenotyping	P_7779	d_VIB_study___47_plant.txt
pot_102	phenotyping	P_7780	d_VIB_study___47_plant.txt
pot_103	phenotyping	P_7781	d_VIB_study___47_plant.txt
pot_104	phenotyping	P_7782	d_VIB_study___47_plant.txt
pot_105	phenotyping	P_7783	d_VIB_study___47_plant.txt
pot_106	phenotyping	P_7784	d_VIB_study___47_plant.txt
pot_107	phenotyping	P_7785	d_VIB_study___47_plant.txt
pot_108	phenotyping	P_7786	d_VIB_study___47_plant.txt
pot_109	phenotyping	P_7787	d_VIB_study___47_plant.txt
pot_11	phenotyping	P_7641	d_VIB_study___47_plant.txt
pot_110	phenotyping	P_7788	d_VIB_study___47_plant.txt
pot_111	phenotyping	P_7789	d_VIB_study___47_plant.txt
pot_112	phenotyping	P_7790	d_VIB_study___47_plant.txt
pot_113	phenotyping	P_7791	d_VIB_study___47_plant.txt
pot_114	phenotyping	P_7792	d_VIB_study___47_plant.txt
pot_115	phenotyping	P_7713	d_VIB_study___47_plant.txt
pot_116	phenotyping	P_7714	d_VIB_study___47_plant.txt
pot_117	phenotyping	P_7715	d_VIB_study___47_plant.txt
pot_118	phenotyping	P_7716	d_VIB_study___47_plant.txt
pot_119	phenotyping	P_7717	d_VIB_study___47_plant.txt
pot_12	phenotyping	P_7642	d_VIB_study___47_plant.txt
pot_120	phenotyping	P_7718	d_VIB_study___47_plant.txt
pot_121	phenotyping	P_7719	d_VIB_study___47_plant.txt
pot_122	phenotyping	P_7720	d_VIB_study___47_plant.txt
pot_123	phenotyping	P_7721	d_VIB_study___47_plant.txt
pot_124	phenotyping	P_7722	d_VIB_study___47_plant.txt
pot_125	phenotyping	P_7723	d_VIB_study___47_plant.txt
pot_126	phenotyping	P_7724	d_VIB_study___47_plant.txt
pot_127	phenotyping	P_7725	d_VIB_study___47_plant.txt
pot_128	phenotyping	P_7707	d_VIB_study___47_plant.txt
pot_129	phenotyping	P_7708	d_VIB_study___47_plant.txt
pot_13	phenotyping	P_7643	d_VIB_study___47_plant.txt
pot_130	phenotyping	P_7709	d_VIB_study___47_plant.txt
pot_131	phenotyping	P_7710	d_VIB_study___47_plant.txt
pot_132	phenotyping	P_7711	d_VIB_study___47_plant.txt
pot_133	phenotyping	P_7712	d_VIB_study___47_plant.txt
pot_134	phenotyping	P_7793	d_VIB_study___47_plant.txt
pot_135	phenotyping	P_7794	d_VIB_study___47_plant.txt
pot_136	phenotyping	P_7795	d_VIB_study___47_plant.txt
pot_137	phenotyping	P_7796	d_VIB_study___47_plant.txt
pot_138	phenotyping	P_7797	d_VIB_study___47_plant.txt
pot_139	phenotyping	P_7798	d_VIB_study___47_plant.txt
pot_14	phenotyping	P_7644	d_VIB_study___47_plant.txt
pot_140	phenotyping	P_7799	d_VIB_study___47_plant.txt
pot_141	phenotyping	P_7800	d_VIB_study___47_plant.txt
pot_142	phenotyping	P_7801	d_VIB_study___47_plant.txt
pot_143	phenotyping	P_7802	d_VIB_study___47_plant.txt
pot_144	phenotyping	P_7803	d_VIB_study___47_plant.txt
pot_145	phenotyping	P_7804	d_VIB_study___47_plant.txt
pot_146	phenotyping	P_7805	d_VIB_study___47_plant.txt
pot_147	phenotyping	P_7806	d_VIB_study___47_plant.txt
pot_148	phenotyping	P_7807	d_VIB_study___47_plant.txt
pot_149	phenotyping	P_7808	d_VIB_study___47_plant.txt
pot_15	phenotyping	P_7645	d_VIB_study___47_plant.txt
pot_150	phenotyping	P_7809	d_VIB_study___47_plant.txt
pot_151	phenotyping	P_7810	d_VIB_study___47_plant.txt
pot_152	phenotyping	P_7811	d_VIB_study___47_plant.txt
pot_153	phenotyping	P_7700	d_VIB_study___47_plant.txt
pot_154	phenotyping	P_7701	d_VIB_study___47_plant.txt
pot_155	phenotyping	P_7702	d_VIB_study___47_plant.txt
pot_156	phenotyping	P_7703	d_VIB_study___47_plant.txt
pot_157	phenotyping	P_7704	d_VIB_study___47_plant.txt
