Sample Name	Protocol REF	Assay Name	Derived Data File
pot_1	phenotyping	P_7822	d_VIB_study___48_plant.txt
pot_10	phenotyping	P_7831	d_VIB_study___48_plant.txt
pot_100	phenotyping	P_7959	d_VIB_study___48_plant.txt
pot_101	phenotyping	P_7960	d_VIB_study___48_plant.txt
pot_102	phenotyping	P_7961	d_VIB_study___48_plant.txt
pot_103	phenotyping	P_7962	d_VIB_study___48_plant.txt
pot_104	phenotyping	P_7963	d_VIB_study___48_plant.txt
pot_105	phenotyping	P_7964	d_VIB_study___48_plant.txt
pot_106	phenotyping	P_7965	d_VIB_study___48_plant.txt
pot_107	phenotyping	P_7966	d_VIB_study___48_plant.txt
pot_108	phenotyping	P_7967	d_VIB_study___48_plant.txt
pot_109	phenotyping	P_7968	d_VIB_study___48_plant.txt
pot_11	phenotyping	P_7832	d_VIB_study___48_plant.txt
pot_110	phenotyping	P_7969	d_VIB_study___48_plant.txt
pot_111	phenotyping	P_7970	d_VIB_study___48_plant.txt
pot_112	phenotyping	P_7971	d_VIB_study___48_plant.txt
pot_113	phenotyping	P_7972	d_VIB_study___48_plant.txt
pot_114	phenotyping	P_7973	d_VIB_study___48_plant.txt
pot_115	phenotyping	P_7904	d_VIB_study___48_plant.txt
pot_116	phenotyping	P_7905	d_VIB_study___48_plant.txt
pot_117	phenotyping	P_7906	d_VIB_study___48_plant.txt
pot_118	phenotyping	P_7907	d_VIB_study___48_plant.txt
pot_119	phenotyping	P_7908	d_VIB_study___48_plant.txt
pot_12	phenotyping	P_7833	d_VIB_study___48_plant.txt
pot_120	phenotyping	P_7909	d_VIB_study___48_plant.txt
pot_121	phenotyping	P_7910	d_VIB_study___48_plant.txt
pot_122	phenotyping	P_7911	d_VIB_study___48_plant.txt
pot_123	phenotyping	P_7912	d_VIB_study___48_plant.txt
pot_124	phenotyping	P_7913	d_VIB_study___48_plant.txt
pot_125	phenotyping	P_7914	d_VIB_study___48_plant.txt
pot_126	phenotyping	P_7915	d_VIB_study___48_plant.txt
pot_127	phenotyping	P_7916	d_VIB_study___48_plant.txt
pot_128	phenotyping	P_7898	d_VIB_study___48_plant.txt
pot_129	phenotyping	P_7899	d_VIB_study___48_plant.txt
pot_13	phenotyping	P_7834	d_VIB_study___48_plant.txt
pot_130	phenotyping	P_7900	d_VIB_study___48_plant.txt
pot_131	phenotyping	P_7901	d_VIB_study___48_plant.txt
pot_132	phenotyping	P_7902	d_VIB_study___48_plant.txt
pot_133	phenotyping	P_7903	d_VIB_study___48_plant.txt
pot_134	phenotyping	P_7936	d_VIB_study___48_plant.txt
pot_135	phenotyping	P_7937	d_VIB_study___48_plant.txt
pot_136	phenotyping	P_7938	d_VIB_study___48_plant.txt
pot_137	phenotyping	P_7939	d_VIB_study___48_plant.txt
pot_138	phenotyping	P_7940	d_VIB_study___48_plant.txt
pot_139	phenotyping	P_7941	d_VIB_study___48_plant.txt
pot_14	phenotyping	P_7835	d_VIB_study___48_plant.txt
pot_140	phenotyping	P_7942	d_VIB_study___48_plant.txt
pot_141	phenotyping	P_7943	d_VIB_study___48_plant.txt
pot_142	phenotyping	P_7944	d_VIB_study___48_plant.txt
pot_143	phenotyping	P_7945	d_VIB_study___48_plant.txt
pot_144	phenotyping	P_7946	d_VIB_study___48_plant.txt
pot_145	phenotyping	P_7947	d_VIB_study___48_plant.txt
pot_146	phenotyping	P_7948	d_VIB_study___48_plant.txt
pot_147	phenotyping	P_7949	d_VIB_study___48_plant.txt
pot_148	phenotyping	P_7950	d_VIB_study___48_plant.txt
