Sample Name	Protocol REF	Assay Name	Derived Data File
pot_1	phenotyping	P_6583	d_VIB_study___40_plant.txt
pot_10	phenotyping	P_6592	d_VIB_study___40_plant.txt
pot_100	phenotyping	P_6463	d_VIB_study___40_plant.txt
pot_101	phenotyping	P_6464	d_VIB_study___40_plant.txt
pot_102	phenotyping	P_6465	d_VIB_study___40_plant.txt
pot_103	phenotyping	P_6466	d_VIB_study___40_plant.txt
pot_104	phenotyping	P_6467	d_VIB_study___40_plant.txt
pot_105	phenotyping	P_6468	d_VIB_study___40_plant.txt
pot_106	phenotyping	P_6469	d_VIB_study___40_plant.txt
pot_107	phenotyping	P_6470	d_VIB_study___40_plant.txt
pot_108	phenotyping	P_6471	d_VIB_study___40_plant.txt
pot_109	phenotyping	P_6472	d_VIB_study___40_plant.txt
pot_11	phenotyping	P_6593	d_VIB_study___40_plant.txt
pot_110	phenotyping	P_6473	d_VIB_study___40_plant.txt
pot_111	phenotyping	P_6474	d_VIB_study___40_plant.txt
pot_112	phenotyping	P_6475	d_VIB_study___40_plant.txt
pot_113	phenotyping	P_6476	d_VIB_study___40_plant.txt
pot_114	phenotyping	P_6477	d_VIB_study___40_plant.txt
pot_115	phenotyping	P_6608	d_VIB_study___40_plant.txt
pot_116	phenotyping	P_6609	d_VIB_study___40_plant.txt
pot_117	phenotyping	P_6610	d_VIB_study___40_plant.txt
pot_118	phenotyping	P_6611	d_VIB_study___40_plant.txt
pot_119	phenotyping	P_6612	d_VIB_study___40_plant.txt
pot_12	phenotyping	P_6594	d_VIB_study___40_plant.txt
pot_120	phenotyping	P_6613	d_VIB_study___40_plant.txt
pot_121	phenotyping	P_6614	d_VIB_study___40_plant.txt
pot_122	phenotyping	P_6615	d_VIB_study___40_plant.txt
pot_123	phenotyping	P_6616	d_VIB_study___40_plant.txt
pot_124	phenotyping	P_6617	d_VIB_study___40_plant.txt
pot_125	phenotyping	P_6618	d_VIB_study___40_plant.txt
pot_126	phenotyping	P_6619	d_VIB_study___40_plant.txt
pot_127	phenotyping	P_6620	d_VIB_study___40_plant.txt
pot_128	phenotyping	P_6602	d_VIB_study___40_plant.txt
pot_129	phenotyping	P_6603	d_VIB_study___40_plant.txt
pot_13	phenotyping	P_6595	d_VIB_study___40_plant.txt
pot_130	phenotyping	P_6604	d_VIB_study___40_plant.txt
pot_131	phenotyping	P_6605	d_VIB_study___40_plant.txt
pot_132	phenotyping	P_6606	d_VIB_study___40_plant.txt
pot_133	phenotyping	P_6607	d_VIB_study___40_plant.txt
pot_134	phenotyping	P_6545	d_VIB_study___40_plant.txt
pot_135	phenotyping	P_6546	d_VIB_study___40_plant.txt
pot_136	phenotyping	P_6547	d_VIB_study___40_plant.txt
pot_137	phenotyping	P_6548	d_VIB_study___40_plant.txt
pot_138	phenotyping	P_6549	d_VIB_study___40_plant.txt
pot_139	phenotyping	P_6550	d_VIB_study___40_plant.txt
pot_14	phenotyping	P_6596	d_VIB_study___40_plant.txt
pot_140	phenotyping	P_6551	d_VIB_study___40_plant.txt
pot_141	phenotyping	P_6552	d_VIB_study___40_plant.txt
pot_142	phenotyping	P_6553	d_VIB_study___40_plant.txt
pot_143	phenotyping	P_6554	d_VIB_study___40_plant.txt
pot_144	phenotyping	P_6555	d_VIB_study___40_plant.txt
pot_145	phenotyping	P_6556	d_VIB_study___40_plant.txt
pot_146	phenotyping	P_6557	d_VIB_study___40_plant.txt
