Sample Name	Protocol REF	Assay Name	Derived Data File
pot_1	phenotyping	P_7412	d_VIB_study___45_plant.txt
pot_10	phenotyping	P_7421	d_VIB_study___45_plant.txt
pot_100	phenotyping	P_7349	d_VIB_study___45_plant.txt
pot_101	phenotyping	P_7350	d_VIB_study___45_plant.txt
pot_102	phenotyping	P_7351	d_VIB_study___45_plant.txt
pot_103	phenotyping	P_7352	d_VIB_study___45_plant.txt
pot_104	phenotyping	P_7353	d_VIB_study___45_plant.txt
pot_105	phenotyping	P_7354	d_VIB_study___45_plant.txt
pot_106	phenotyping	P_7355	d_VIB_study___45_plant.txt
pot_107	phenotyping	P_7356	d_VIB_study___45_plant.txt
pot_108	phenotyping	P_7357	d_VIB_study___45_plant.txt
pot_109	phenotyping	P_7358	d_VIB_study___45_plant.txt
pot_11	phenotyping	P_7422	d_VIB_study___45_plant.txt
pot_110	phenotyping	P_7359	d_VIB_study___45_plant.txt
pot_111	phenotyping	P_7360	d_VIB_study___45_plant.txt
pot_112	phenotyping	P_7361	d_VIB_study___45_plant.txt
pot_113	phenotyping	P_7362	d_VIB_study___45_plant.txt
pot_114	phenotyping	P_7363	d_VIB_study___45_plant.txt
pot_115	phenotyping	P_7313	d_VIB_study___45_plant.txt
pot_116	phenotyping	P_7314	d_VIB_study___45_plant.txt
pot_117	phenotyping	P_7315	d_VIB_study___45_plant.txt
pot_118	phenotyping	P_7316	d_VIB_study___45_plant.txt
pot_119	phenotyping	P_7317	d_VIB_study___45_plant.txt
pot_12	phenotyping	P_7423	d_VIB_study___45_plant.txt
pot_120	phenotyping	P_7318	d_VIB_study___45_plant.txt
pot_121	phenotyping	P_7319	d_VIB_study___45_plant.txt
pot_122	phenotyping	P_7320	d_VIB_study___45_plant.txt
pot_123	phenotyping	P_7321	d_VIB_study___45_plant.txt
pot_124	phenotyping	P_7322	d_VIB_study___45_plant.txt
pot_125	phenotyping	P_7323	d_VIB_study___45_plant.txt
pot_126	phenotyping	P_7324	d_VIB_study___45_plant.txt
pot_127	phenotyping	P_7325	d_VIB_study___45_plant.txt
pot_128	phenotyping	P_7307	d_VIB_study___45_plant.txt
pot_129	phenotyping	P_7308	d_VIB_study___45_plant.txt
pot_13	phenotyping	P_7424	d_VIB_study___45_plant.txt
pot_130	phenotyping	P_7309	d_VIB_study___45_plant.txt
pot_131	phenotyping	P_7310	d_VIB_study___45_plant.txt
