Sample Name	Protocol REF	Assay Name	Derived Data File
pot_1	phenotyping	P_7993	d_VIB_study___49_plant.txt
pot_10	phenotyping	P_8002	d_VIB_study___49_plant.txt
pot_100	phenotyping	P_8064	d_VIB_study___49_plant.txt
pot_101	phenotyping	P_8065	d_VIB_study___49_plant.txt
pot_102	phenotyping	P_8066	d_VIB_study___49_plant.txt
pot_103	phenotyping	P_8067	d_VIB_study___49_plant.txt
pot_104	phenotyping	P_8068	d_VIB_study___49_plant.txt
pot_105	phenotyping	P_8069	d_VIB_study___49_plant.txt
pot_106	phenotyping	P_8070	d_VIB_study___49_plant.txt
pot_107	phenotyping	P_8071	d_VIB_study___49_plant.txt
pot_108	phenotyping	P_8072	d_VIB_study___49_plant.txt
pot_109	phenotyping	P_8073	d_VIB_study___49_plant.txt
pot_11	phenotyping	P_8003	d_VIB_study___49_plant.txt
pot_110	phenotyping	P_8074	d_VIB_study___49_plant.txt
pot_111	phenotyping	P_8075	d_VIB_study___49_plant.txt
pot_112	phenotyping	P_8076	d_VIB_study___49_plant.txt
pot_113	phenotyping	P_8077	d_VIB_study___49_plant.txt
pot_114	phenotyping	P_8078	d_VIB_study___49_plant.txt
pot_115	phenotyping	P_8047	d_VIB_study___49_plant.txt
pot_116	phenotyping	P_8048	d_VIB_study___49_plant.txt
pot_117	phenotyping	P_8049	d_VIB_study___49_plant.txt
pot_118	phenotyping	P_8050	d_VIB_study___49_plant.txt
pot_119	phenotyping	P_8051	d_VIB_study___49_plant.txt
pot_12	phenotyping	P_8004	d_VIB_study___49_plant.txt
pot_120	phenotyping	P_8052	d_VIB_study___49_plant.txt
pot_121	phenotyping	P_8053	d_VIB_study___49_plant.txt
pot_122	phenotyping	P_8054	d_VIB_study___49_plant.txt
pot_123	phenotyping	P_8055	d_VIB_study___49_plant.txt
pot_124	phenotyping	P_8056	d_VIB_study___49_plant.txt
pot_125	phenotyping	P_8057	d_VIB_study___49_plant.txt
pot_126	phenotyping	P_8058	d_VIB_study___49_plant.txt
pot_127	phenotyping	P_8059	d_VIB_study___49_plant.txt
pot_128	phenotyping	P_8041	d_VIB_study___49_plant.txt
pot_129	phenotyping	P_8042	d_VIB_study___49_plant.txt
pot_13	phenotyping	P_8005	d_VIB_study___49_plant.txt
pot_130	phenotyping	P_8043	d_VIB_study___49_plant.txt
pot_131	phenotyping	P_8044	d_VIB_study___49_plant.txt
pot_132	phenotyping	P_8045	d_VIB_study___49_plant.txt
pot_133	phenotyping	P_8046	d_VIB_study___49_plant.txt
pot_134	phenotyping	P_8079	d_VIB_study___49_plant.txt
pot_135	phenotyping	P_8080	d_VIB_study___49_plant.txt
pot_136	phenotyping	P_8081	d_VIB_study___49_plant.txt
pot_137	phenotyping	P_8082	d_VIB_study___49_plant.txt
pot_138	phenotyping	P_8083	d_VIB_study___49_plant.txt
pot_139	phenotyping	P_8084	d_VIB_study___49_plant.txt
pot_14	phenotyping	P_8006	d_VIB_study___49_plant.txt
pot_140	phenotyping	P_8085	d_VIB_study___49_plant.txt
pot_141	phenotyping	P_8086	d_VIB_study___49_plant.txt
pot_142	phenotyping	P_8087	d_VIB_study___49_plant.txt
pot_143	phenotyping	P_8088	d_VIB_study___49_plant.txt
pot_144	phenotyping	P_8089	d_VIB_study___49_plant.txt
pot_145	phenotyping	P_8090	d_VIB_study___49_plant.txt
pot_146	phenotyping	P_8091	d_VIB_study___49_plant.txt
pot_147	phenotyping	P_8092	d_VIB_study___49_plant.txt
pot_148	phenotyping	P_8093	d_VIB_study___49_plant.txt
pot_149	phenotyping	P_8094	d_VIB_study___49_plant.txt
pot_15	phenotyping	P_8007	d_VIB_study___49_plant.txt
pot_150	phenotyping	P_8095	d_VIB_study___49_plant.txt
pot_151	phenotyping	P_8096	d_VIB_study___49_plant.txt
pot_152	phenotyping	P_8097	d_VIB_study___49_plant.txt
pot_153	phenotyping	P_8167	d_VIB_study___49_plant.txt
pot_154	phenotyping	P_8168	d_VIB_study___49_plant.txt
pot_155	phenotyping	P_8169	d_VIB_study___49_plant.txt
pot_156	phenotyping	P_8170	d_VIB_study___49_plant.txt
pot_157	phenotyping	P_8171	d_VIB_study___49_plant.txt
pot_158	phenotyping	P_8172	d_VIB_study___49_plant.txt
pot_159	phenotyping	P_8173	d_VIB_study___49_plant.txt
pot_16	phenotyping	P_8008	d_VIB_study___49_plant.txt
pot_160	phenotyping	P_8155	d_VIB_study___49_plant.txt
pot_161	phenotyping	P_8156	d_VIB_study___49_plant.txt
pot_162	phenotyping	P_8157	d_VIB_study___49_plant.txt
pot_163	phenotyping	P_8158	d_VIB_study___49_plant.txt
pot_164	phenotyping	P_8159	d_VIB_study___49_plant.txt
pot_165	phenotyping	P_8160	d_VIB_study___49_plant.txt
pot_166	phenotyping	P_8161	d_VIB_study___49_plant.txt
pot_167	phenotyping	P_8162	d_VIB_study___49_plant.txt
pot_168	phenotyping	P_8163	d_VIB_study___49_plant.txt
pot_169	phenotyping	P_8164	d_VIB_study___49_plant.txt
pot_17	phenotyping	P_8009	d_VIB_study___49_plant.txt
pot_170	phenotyping	P_8165	d_VIB_study___49_plant.txt
pot_171	phenotyping	P_8166	d_VIB_study___49_plant.txt
pot_172	phenotyping	P_8037	d_VIB_study___49_plant.txt
pot_173	phenotyping	P_8038	d_VIB_study___49_plant.txt
pot_174	phenotyping	P_8039	d_VIB_study___49_plant.txt
pot_175	phenotyping	P_8040	d_VIB_study___49_plant.txt
pot_176	phenotyping	P_8031	d_VIB_study___49_plant.txt
