Sample Name	Protocol REF	Assay Name	Derived Data File
pot_1	phenotyping	P_7593	d_VIB_study___46_plant.txt
pot_10	phenotyping	P_7602	d_VIB_study___46_plant.txt
pot_100	phenotyping	P_7511	d_VIB_study___46_plant.txt
pot_101	phenotyping	P_7512	d_VIB_study___46_plant.txt
pot_102	phenotyping	P_7513	d_VIB_study___46_plant.txt
pot_103	phenotyping	P_7514	d_VIB_study___46_plant.txt
pot_104	phenotyping	P_7515	d_VIB_study___46_plant.txt
pot_105	phenotyping	P_7516	d_VIB_study___46_plant.txt
pot_106	phenotyping	P_7517	d_VIB_study___46_plant.txt
pot_107	phenotyping	P_7518	d_VIB_study___46_plant.txt
pot_108	phenotyping	P_7519	d_VIB_study___46_plant.txt
pot_109	phenotyping	P_7520	d_VIB_study___46_plant.txt
pot_11	phenotyping	P_7603	d_VIB_study___46_plant.txt
pot_110	phenotyping	P_7521	d_VIB_study___46_plant.txt
pot_111	phenotyping	P_7522	d_VIB_study___46_plant.txt
pot_112	phenotyping	P_7523	d_VIB_study___46_plant.txt
pot_113	phenotyping	P_7524	d_VIB_study___46_plant.txt
pot_114	phenotyping	P_7525	d_VIB_study___46_plant.txt
pot_115	phenotyping	P_7532	d_VIB_study___46_plant.txt
pot_116	phenotyping	P_7533	d_VIB_study___46_plant.txt
pot_117	phenotyping	P_7534	d_VIB_study___46_plant.txt
pot_118	phenotyping	P_7535	d_VIB_study___46_plant.txt
pot_119	phenotyping	P_7536	d_VIB_study___46_plant.txt
pot_12	phenotyping	P_7604	d_VIB_study___46_plant.txt
pot_120	phenotyping	P_7537	d_VIB_study___46_plant.txt
pot_121	phenotyping	P_7538	d_VIB_study___46_plant.txt
pot_122	phenotyping	P_7539	d_VIB_study___46_plant.txt
pot_123	phenotyping	P_7540	d_VIB_study___46_plant.txt
pot_124	phenotyping	P_7541	d_VIB_study___46_plant.txt
pot_125	phenotyping	P_7542	d_VIB_study___46_plant.txt
pot_126	phenotyping	P_7543	d_VIB_study___46_plant.txt
pot_127	phenotyping	P_7544	d_VIB_study___46_plant.txt
pot_128	phenotyping	P_7526	d_VIB_study___46_plant.txt
pot_129	phenotyping	P_7527	d_VIB_study___46_plant.txt
pot_13	phenotyping	P_7605	d_VIB_study___46_plant.txt
pot_130	phenotyping	P_7528	d_VIB_study___46_plant.txt
pot_131	phenotyping	P_7529	d_VIB_study___46_plant.txt
pot_132	phenotyping	P_7530	d_VIB_study___46_plant.txt
pot_133	phenotyping	P_7531	d_VIB_study___46_plant.txt
pot_134	phenotyping	P_7488	d_VIB_study___46_plant.txt
pot_135	phenotyping	P_7489	d_VIB_study___46_plant.txt
pot_136	phenotyping	P_7490	d_VIB_study___46_plant.txt
pot_137	phenotyping	P_7491	d_VIB_study___46_plant.txt
pot_138	phenotyping	P_7492	d_VIB_study___46_plant.txt
pot_139	phenotyping	P_7493	d_VIB_study___46_plant.txt
pot_14	phenotyping	P_7606	d_VIB_study___46_plant.txt
pot_140	phenotyping	P_7494	d_VIB_study___46_plant.txt
pot_141	phenotyping	P_7495	d_VIB_study___46_plant.txt
pot_142	phenotyping	P_7496	d_VIB_study___46_plant.txt
pot_143	phenotyping	P_7497	d_VIB_study___46_plant.txt
pot_144	phenotyping	P_7498	d_VIB_study___46_plant.txt
pot_145	phenotyping	P_7499	d_VIB_study___46_plant.txt
pot_146	phenotyping	P_7500	d_VIB_study___46_plant.txt
pot_147	phenotyping	P_7501	d_VIB_study___46_plant.txt
pot_148	phenotyping	P_7502	d_VIB_study___46_plant.txt
pot_149	phenotyping	P_7503	d_VIB_study___46_plant.txt
pot_15	phenotyping	P_7607	d_VIB_study___46_plant.txt
pot_150	phenotyping	P_7504	d_VIB_study___46_plant.txt
pot_151	phenotyping	P_7505	d_VIB_study___46_plant.txt
pot_152	phenotyping	P_7506	d_VIB_study___46_plant.txt
pot_153	phenotyping	P_7624	d_VIB_study___46_plant.txt
pot_154	phenotyping	P_7625	d_VIB_study___46_plant.txt
pot_155	phenotyping	P_7626	d_VIB_study___46_plant.txt
pot_156	phenotyping	P_7627	d_VIB_study___46_plant.txt
pot_157	phenotyping	P_7628	d_VIB_study___46_plant.txt
pot_158	phenotyping	P_7629	d_VIB_study___46_plant.txt
pot_159	phenotyping	P_7630	d_VIB_study___46_plant.txt
pot_16	phenotyping	P_7608	d_VIB_study___46_plant.txt
pot_160	phenotyping	P_7612	d_VIB_study___46_plant.txt
pot_161	phenotyping	P_7613	d_VIB_study___46_plant.txt
pot_162	phenotyping	P_7614	d_VIB_study___46_plant.txt
pot_163	phenotyping	P_7615	d_VIB_study___46_plant.txt
pot_164	phenotyping	P_7616	d_VIB_study___46_plant.txt
pot_165	phenotyping	P_7617	d_VIB_study___46_plant.txt
pot_166	phenotyping	P_7618	d_VIB_study___46_plant.txt
pot_167	phenotyping	P_7619	d_VIB_study___46_plant.txt
pot_168	phenotyping	P_7620	d_VIB_study___46_plant.txt
pot_169	phenotyping	P_7621	d_VIB_study___46_plant.txt
pot_17	phenotyping	P_7609	d_VIB_study___46_plant.txt
pot_170	phenotyping	P_7622	d_VIB_study___46_plant.txt
pot_171	phenotyping	P_7623	d_VIB_study___46_plant.txt
pot_172	phenotyping	P_7570	d_VIB_study___46_plant.txt
pot_173	phenotyping	P_7571	d_VIB_study___46_plant.txt
pot_174	phenotyping	P_7572	d_VIB_study___46_plant.txt
pot_175	phenotyping	P_7573	d_VIB_study___46_plant.txt
pot_176	phenotyping	P_7564	d_VIB_study___46_plant.txt
pot_177	phenotyping	P_7565	d_VIB_study___46_plant.txt
pot_178	phenotyping	P_7566	d_VIB_study___46_plant.txt
pot_179	phenotyping	P_7567	d_VIB_study___46_plant.txt
pot_18	phenotyping	P_7610	d_VIB_study___46_plant.txt
pot_180	phenotyping	P_7568	d_VIB_study___46_plant.txt
pot_181	phenotyping	P_7569	d_VIB_study___46_plant.txt
pot_19	phenotyping	P_7611	d_VIB_study___46_plant.txt
pot_2	phenotyping	P_7594	d_VIB_study___46_plant.txt
pot_3	phenotyping	P_7595	d_VIB_study___46_plant.txt
pot_39	phenotyping	P_7545	d_VIB_study___46_plant.txt
pot_4	phenotyping	P_7596	d_VIB_study___46_plant.txt
pot_40	phenotyping	P_7546	d_VIB_study___46_plant.txt
pot_41	phenotyping	P_7547	d_VIB_study___46_plant.txt
pot_42	phenotyping	P_7548	d_VIB_study___46_plant.txt
pot_43	phenotyping	P_7549	d_VIB_study___46_plant.txt
pot_44	phenotyping	P_7550	d_VIB_study___46_plant.txt
pot_45	phenotyping	P_7551	d_VIB_study___46_plant.txt
pot_46	phenotyping	P_7552	d_VIB_study___46_plant.txt
pot_47	phenotyping	P_7553	d_VIB_study___46_plant.txt
pot_48	phenotyping	P_7554	d_VIB_study___46_plant.txt
pot_49	phenotyping	P_7555	d_VIB_study___46_plant.txt
pot_5	phenotyping	P_7597	d_VIB_study___46_plant.txt
pot_50	phenotyping	P_7556	d_VIB_study___46_plant.txt
pot_51	phenotyping	P_7557	d_VIB_study___46_plant.txt
pot_52	phenotyping	P_7558	d_VIB_study___46_plant.txt
pot_53	phenotyping	P_7559	d_VIB_study___46_plant.txt
pot_54	phenotyping	P_7560	d_VIB_study___46_plant.txt
pot_55	phenotyping	P_7561	d_VIB_study___46_plant.txt
pot_56	phenotyping	P_7562	d_VIB_study___46_plant.txt
pot_57	phenotyping	P_7563	d_VIB_study___46_plant.txt
pot_58	phenotyping	P_7587	d_VIB_study___46_plant.txt
pot_59	phenotyping	P_7588	d_VIB_study___46_plant.txt
pot_6	phenotyping	P_7598	d_VIB_study___46_plant.txt
pot_60	phenotyping	P_7589	d_VIB_study___46_plant.txt
pot_61	phenotyping	P_7590	d_VIB_study___46_plant.txt
pot_62	phenotyping	P_7591	d_VIB_study___46_plant.txt
pot_63	phenotyping	P_7592	d_VIB_study___46_plant.txt
pot_64	phenotyping	P_7574	d_VIB_study___46_plant.txt
pot_65	phenotyping	P_7575	d_VIB_study___46_plant.txt
pot_66	phenotyping	P_7576	d_VIB_study___46_plant.txt
pot_67	phenotyping	P_7577	d_VIB_study___46_plant.txt
pot_68	phenotyping	P_7578	d_VIB_study___46_plant.txt
pot_69	phenotyping	P_7579	d_VIB_study___46_plant.txt
pot_7	phenotyping	P_7599	d_VIB_study___46_plant.txt
pot_70	phenotyping	P_7580	d_VIB_study___46_plant.txt
pot_71	phenotyping	P_7581	d_VIB_study___46_plant.txt
pot_72	phenotyping	P_7582	d_VIB_study___46_plant.txt
pot_73	phenotyping	P_7583	d_VIB_study___46_plant.txt
pot_74	phenotyping	P_7584	d_VIB_study___46_plant.txt
pot_75	phenotyping	P_7585	d_VIB_study___46_plant.txt
pot_76	phenotyping	P_7586	d_VIB_study___46_plant.txt
pot_77	phenotyping	P_7469	d_VIB_study___46_plant.txt
pot_78	phenotyping	P_7470	d_VIB_study___46_plant.txt
pot_79	phenotyping	P_7471	d_VIB_study___46_plant.txt
pot_8	phenotyping	P_7600	d_VIB_study___46_plant.txt
pot_80	phenotyping	P_7472	d_VIB_study___46_plant.txt
pot_81	phenotyping	P_7473	d_VIB_study___46_plant.txt
pot_82	phenotyping	P_7474	d_VIB_study___46_plant.txt
pot_83	phenotyping	P_7475	d_VIB_study___46_plant.txt
pot_84	phenotyping	P_7476	d_VIB_study___46_plant.txt
pot_85	phenotyping	P_7477	d_VIB_study___46_plant.txt
pot_86	phenotyping	P_7478	d_VIB_study___46_plant.txt
pot_87	phenotyping	P_7479	d_VIB_study___46_plant.txt
pot_88	phenotyping	P_7480	d_VIB_study___46_plant.txt
pot_89	phenotyping	P_7481	d_VIB_study___46_plant.txt
pot_9	phenotyping	P_7601	d_VIB_study___46_plant.txt
pot_90	phenotyping	P_7482	d_VIB_study___46_plant.txt
pot_91	phenotyping	P_7483	d_VIB_study___46_plant.txt
pot_92	phenotyping	P_7484	d_VIB_study___46_plant.txt
pot_93	phenotyping	P_7485	d_VIB_study___46_plant.txt
pot_94	phenotyping	P_7486	d_VIB_study___46_plant.txt
pot_95	phenotyping	P_7487	d_VIB_study___46_plant.txt
pot_96	phenotyping	P_7507	d_VIB_study___46_plant.txt
pot_97	phenotyping	P_7508	d_VIB_study___46_plant.txt
pot_98	phenotyping	P_7509	d_VIB_study___46_plant.txt
pot_99	phenotyping	P_7510	d_VIB_study___46_plant.txt
