Sample Name	Protocol REF	Assay Name	Derived Data File
pot_1	phenotyping	P_6669	d_VIB_study___41_plant.txt
pot_10	phenotyping	P_6678	d_VIB_study___41_plant.txt
pot_100	phenotyping	P_6749	d_VIB_study___41_plant.txt
pot_101	phenotyping	P_6750	d_VIB_study___41_plant.txt
pot_102	phenotyping	P_6751	d_VIB_study___41_plant.txt
pot_103	phenotyping	P_6752	d_VIB_study___41_plant.txt
pot_104	phenotyping	P_6753	d_VIB_study___41_plant.txt
pot_105	phenotyping	P_6754	d_VIB_study___41_plant.txt
pot_106	phenotyping	P_6755	d_VIB_study___41_plant.txt
pot_107	phenotyping	P_6756	d_VIB_study___41_plant.txt
pot_108	phenotyping	P_6757	d_VIB_study___41_plant.txt
pot_109	phenotyping	P_6758	d_VIB_study___41_plant.txt
pot_11	phenotyping	P_6679	d_VIB_study___41_plant.txt
pot_110	phenotyping	P_6759	d_VIB_study___41_plant.txt
pot_111	phenotyping	P_6760	d_VIB_study___41_plant.txt
pot_112	phenotyping	P_6761	d_VIB_study___41_plant.txt
pot_113	phenotyping	P_6762	d_VIB_study___41_plant.txt
pot_114	phenotyping	P_6763	d_VIB_study___41_plant.txt
pot_115	phenotyping	P_6732	d_VIB_study___41_plant.txt
pot_116	phenotyping	P_6733	d_VIB_study___41_plant.txt
pot_117	phenotyping	P_6734	d_VIB_study___41_plant.txt
pot_118	phenotyping	P_6735	d_VIB_study___41_plant.txt
pot_119	phenotyping	P_6736	d_VIB_study___41_plant.txt
pot_12	phenotyping	P_6680	d_VIB_study___41_plant.txt
pot_120	phenotyping	P_6737	d_VIB_study___41_plant.txt
pot_121	phenotyping	P_6738	d_VIB_study___41_plant.txt
pot_122	phenotyping	P_6739	d_VIB_study___41_plant.txt
pot_123	phenotyping	P_6740	d_VIB_study___41_plant.txt
pot_124	phenotyping	P_6741	d_VIB_study___41_plant.txt
pot_125	phenotyping	P_6742	d_VIB_study___41_plant.txt
pot_126	phenotyping	P_6743	d_VIB_study___41_plant.txt
pot_127	phenotyping	P_6744	d_VIB_study___41_plant.txt
pot_128	phenotyping	P_6726	d_VIB_study___41_plant.txt
pot_129	phenotyping	P_6727	d_VIB_study___41_plant.txt
pot_13	phenotyping	P_6681	d_VIB_study___41_plant.txt
pot_130	phenotyping	P_6728	d_VIB_study___41_plant.txt
pot_131	phenotyping	P_6729	d_VIB_study___41_plant.txt
pot_132	phenotyping	P_6730	d_VIB_study___41_plant.txt
pot_133	phenotyping	P_6731	d_VIB_study___41_plant.txt
pot_14	phenotyping	P_6682	d_VIB_study___41_plant.txt
pot_15	phenotyping	P_6683	d_VIB_study___41_plant.txt
pot_153	phenotyping	P_6652	d_VIB_study___41_plant.txt
pot_154	phenotyping	P_6653	d_VIB_study___41_plant.txt
pot_155	phenotyping	P_6654	d_VIB_study___41_plant.txt
pot_156	phenotyping	P_6655	d_VIB_study___41_plant.txt
pot_157	phenotyping	P_6656	d_VIB_study___41_plant.txt
pot_158	phenotyping	P_6657	d_VIB_study___41_plant.txt
pot_159	phenotyping	P_6658	d_VIB_study___41_plant.txt
pot_16	phenotyping	P_6684	d_VIB_study___41_plant.txt
pot_160	phenotyping	P_6640	d_VIB_study___41_plant.txt
pot_161	phenotyping	P_6641	d_VIB_study___41_plant.txt
pot_162	phenotyping	P_6642	d_VIB_study___41_plant.txt
pot_163	phenotyping	P_6643	d_VIB_study___41_plant.txt
pot_164	phenotyping	P_6644	d_VIB_study___41_plant.txt
pot_165	phenotyping	P_6645	d_VIB_study___41_plant.txt
pot_166	phenotyping	P_6646	d_VIB_study___41_plant.txt
pot_167	phenotyping	P_6647	d_VIB_study___41_plant.txt
pot_168	phenotyping	P_6648	d_VIB_study___41_plant.txt
pot_169	phenotyping	P_6649	d_VIB_study___41_plant.txt
pot_17	phenotyping	P_6685	d_VIB_study___41_plant.txt
pot_170	phenotyping	P_6650	d_VIB_study___41_plant.txt
pot_171	phenotyping	P_6651	d_VIB_study___41_plant.txt
pot_172	phenotyping	P_6665	d_VIB_study___41_plant.txt
pot_173	phenotyping	P_6666	d_VIB_study___41_plant.txt
pot_174	phenotyping	P_6667	d_VIB_study___41_plant.txt
pot_175	phenotyping	P_6668	d_VIB_study___41_plant.txt
pot_176	phenotyping	P_6659	d_VIB_study___41_plant.txt
pot_177	phenotyping	P_6660	d_VIB_study___41_plant.txt
pot_178	phenotyping	P_6661	d_VIB_study___41_plant.txt
pot_179	phenotyping	P_6662	d_VIB_study___41_plant.txt
pot_18	phenotyping	P_6686	d_VIB_study___41_plant.txt
pot_180	phenotyping	P_6663	d_VIB_study___41_plant.txt
pot_181	phenotyping	P_6664	d_VIB_study___41_plant.txt
pot_19	phenotyping	P_6687	d_VIB_study___41_plant.txt
pot_2	phenotyping	P_6670	d_VIB_study___41_plant.txt
pot_20	phenotyping	P_6714	d_VIB_study___41_plant.txt
pot_21	phenotyping	P_6715	d_VIB_study___41_plant.txt
pot_22	phenotyping	P_6716	d_VIB_study___41_plant.txt
pot_23	phenotyping	P_6717	d_VIB_study___41_plant.txt
pot_24	phenotyping	P_6718	d_VIB_study___41_plant.txt
pot_25	phenotyping	P_6719	d_VIB_study___41_plant.txt
pot_26	phenotyping	P_6720	d_VIB_study___41_plant.txt
pot_27	phenotyping	P_6721	d_VIB_study___41_plant.txt
pot_28	phenotyping	P_6722	d_VIB_study___41_plant.txt
pot_29	phenotyping	P_6723	d_VIB_study___41_plant.txt
pot_3	phenotyping	P_6671	d_VIB_study___41_plant.txt
pot_30	phenotyping	P_6724	d_VIB_study___41_plant.txt
pot_31	phenotyping	P_6725	d_VIB_study___41_plant.txt
pot_32	phenotyping	P_6707	d_VIB_study___41_plant.txt
pot_33	phenotyping	P_6708	d_VIB_study___41_plant.txt
pot_34	phenotyping	P_6709	d_VIB_study___41_plant.txt
pot_35	phenotyping	P_6710	d_VIB_study___41_plant.txt
pot_36	phenotyping	P_6711	d_VIB_study___41_plant.txt
pot_37	phenotyping	P_6712	d_VIB_study___41_plant.txt
pot_38	phenotyping	P_6713	d_VIB_study___41_plant.txt
pot_39	phenotyping	P_6688	d_VIB_study___41_plant.txt
pot_4	phenotyping	P_6672	d_VIB_study___41_plant.txt
pot_40	phenotyping	P_6689	d_VIB_study___41_plant.txt
pot_41	phenotyping	P_6690	d_VIB_study___41_plant.txt
pot_42	phenotyping	P_6691	d_VIB_study___41_plant.txt
pot_43	phenotyping	P_6692	d_VIB_study___41_plant.txt
pot_44	phenotyping	P_6693	d_VIB_study___41_plant.txt
pot_45	phenotyping	P_6694	d_VIB_study___41_plant.txt
pot_46	phenotyping	P_6695	d_VIB_study___41_plant.txt
pot_47	phenotyping	P_6696	d_VIB_study___41_plant.txt
pot_48	phenotyping	P_6697	d_VIB_study___41_plant.txt
pot_49	phenotyping	P_6698	d_VIB_study___41_plant.txt
pot_5	phenotyping	P_6673	d_VIB_study___41_plant.txt
pot_50	phenotyping	P_6699	d_VIB_study___41_plant.txt
pot_51	phenotyping	P_6700	d_VIB_study___41_plant.txt
pot_52	phenotyping	P_6701	d_VIB_study___41_plant.txt
pot_53	phenotyping	P_6702	d_VIB_study___41_plant.txt
pot_54	phenotyping	P_6703	d_VIB_study___41_plant.txt
pot_55	phenotyping	P_6704	d_VIB_study___41_plant.txt
pot_56	phenotyping	P_6705	d_VIB_study___41_plant.txt
pot_57	phenotyping	P_6706	d_VIB_study___41_plant.txt
pot_58	phenotyping	P_6777	d_VIB_study___41_plant.txt
pot_59	phenotyping	P_6778	d_VIB_study___41_plant.txt
pot_6	phenotyping	P_6674	d_VIB_study___41_plant.txt
pot_60	phenotyping	P_6779	d_VIB_study___41_plant.txt
pot_61	phenotyping	P_6780	d_VIB_study___41_plant.txt
pot_62	phenotyping	P_6781	d_VIB_study___41_plant.txt
pot_63	phenotyping	P_6782	d_VIB_study___41_plant.txt
pot_64	phenotyping	P_6764	d_VIB_study___41_plant.txt
pot_65	phenotyping	P_6765	d_VIB_study___41_plant.txt
pot_66	phenotyping	P_6766	d_VIB_study___41_plant.txt
pot_67	phenotyping	P_6767	d_VIB_study___41_plant.txt
pot_68	phenotyping	P_6768	d_VIB_study___41_plant.txt
pot_69	phenotyping	P_6769	d_VIB_study___41_plant.txt
pot_7	phenotyping	P_6675	d_VIB_study___41_plant.txt
pot_70	phenotyping	P_6770	d_VIB_study___41_plant.txt
pot_71	phenotyping	P_6771	d_VIB_study___41_plant.txt
pot_72	phenotyping	P_6772	d_VIB_study___41_plant.txt
pot_73	phenotyping	P_6773	d_VIB_study___41_plant.txt
pot_74	phenotyping	P_6774	d_VIB_study___41_plant.txt
pot_75	phenotyping	P_6775	d_VIB_study___41_plant.txt
pot_76	phenotyping	P_6776	d_VIB_study___41_plant.txt
pot_77	phenotyping	P_6783	d_VIB_study___41_plant.txt
pot_78	phenotyping	P_6784	d_VIB_study___41_plant.txt
pot_79	phenotyping	P_6785	d_VIB_study___41_plant.txt
pot_8	phenotyping	P_6676	d_VIB_study___41_plant.txt
pot_80	phenotyping	P_6786	d_VIB_study___41_plant.txt
pot_81	phenotyping	P_6787	d_VIB_study___41_plant.txt
pot_82	phenotyping	P_6788	d_VIB_study___41_plant.txt
pot_83	phenotyping	P_6789	d_VIB_study___41_plant.txt
pot_84	phenotyping	P_6790	d_VIB_study___41_plant.txt
pot_85	phenotyping	P_6791	d_VIB_study___41_plant.txt
pot_86	phenotyping	P_6792	d_VIB_study___41_plant.txt
pot_87	phenotyping	P_6793	d_VIB_study___41_plant.txt
pot_88	phenotyping	P_6794	d_VIB_study___41_plant.txt
pot_89	phenotyping	P_6795	d_VIB_study___41_plant.txt
pot_9	phenotyping	P_6677	d_VIB_study___41_plant.txt
pot_90	phenotyping	P_6796	d_VIB_study___41_plant.txt
pot_91	phenotyping	P_6797	d_VIB_study___41_plant.txt
pot_92	phenotyping	P_6798	d_VIB_study___41_plant.txt
pot_93	phenotyping	P_6799	d_VIB_study___41_plant.txt
pot_94	phenotyping	P_6800	d_VIB_study___41_plant.txt
pot_95	phenotyping	P_6801	d_VIB_study___41_plant.txt
pot_96	phenotyping	P_6745	d_VIB_study___41_plant.txt
pot_97	phenotyping	P_6746	d_VIB_study___41_plant.txt
pot_98	phenotyping	P_6747	d_VIB_study___41_plant.txt
pot_99	phenotyping	P_6748	d_VIB_study___41_plant.txt
