Sample Name	Protocol REF	Assay Name	Derived Data File
pot_1	phenotyping	P_4946	d_VIB_study___31_plant.txt
pot_10	phenotyping	P_4955	d_VIB_study___31_plant.txt
pot_100	phenotyping	P_4970	d_VIB_study___31_plant.txt
pot_101	phenotyping	P_4985	d_VIB_study___31_plant.txt
pot_102	phenotyping	P_4986	d_VIB_study___31_plant.txt
pot_103	phenotyping	P_4987	d_VIB_study___31_plant.txt
pot_104	phenotyping	P_4988	d_VIB_study___31_plant.txt
pot_105	phenotyping	P_4989	d_VIB_study___31_plant.txt
pot_106	phenotyping	P_4990	d_VIB_study___31_plant.txt
pot_107	phenotyping	P_4991	d_VIB_study___31_plant.txt
pot_108	phenotyping	P_4992	d_VIB_study___31_plant.txt
pot_109	phenotyping	P_4993	d_VIB_study___31_plant.txt
pot_11	phenotyping	P_4956	d_VIB_study___31_plant.txt
pot_110	phenotyping	P_4994	d_VIB_study___31_plant.txt
pot_111	phenotyping	P_4995	d_VIB_study___31_plant.txt
pot_112	phenotyping	P_4996	d_VIB_study___31_plant.txt
pot_113	phenotyping	P_4997	d_VIB_study___31_plant.txt
pot_114	phenotyping	P_4998	d_VIB_study___31_plant.txt
pot_115	phenotyping	P_4999	d_VIB_study___31_plant.txt
pot_116	phenotyping	P_5000	d_VIB_study___31_plant.txt
pot_117	phenotyping	P_5001	d_VIB_study___31_plant.txt
pot_118	phenotyping	P_5002	d_VIB_study___31_plant.txt
pot_119	phenotyping	P_5003	d_VIB_study___31_plant.txt
pot_12	phenotyping	P_4957	d_VIB_study___31_plant.txt
pot_120	phenotyping	P_5004	d_VIB_study___31_plant.txt
pot_121	phenotyping	P_5054	d_VIB_study___31_plant.txt
pot_122	phenotyping	P_5055	d_VIB_study___31_plant.txt
pot_123	phenotyping	P_5056	d_VIB_study___31_plant.txt
pot_124	phenotyping	P_5057	d_VIB_study___31_plant.txt
pot_125	phenotyping	P_5058	d_VIB_study___31_plant.txt
pot_126	phenotyping	P_5059	d_VIB_study___31_plant.txt
pot_127	phenotyping	P_5060	d_VIB_study___31_plant.txt
pot_128	phenotyping	P_5041	d_VIB_study___31_plant.txt
pot_129	phenotyping	P_5042	d_VIB_study___31_plant.txt
pot_13	phenotyping	P_4958	d_VIB_study___31_plant.txt
pot_130	phenotyping	P_5043	d_VIB_study___31_plant.txt
pot_131	phenotyping	P_5044	d_VIB_study___31_plant.txt
pot_132	phenotyping	P_5045	d_VIB_study___31_plant.txt
pot_133	phenotyping	P_5046	d_VIB_study___31_plant.txt
pot_134	phenotyping	P_5047	d_VIB_study___31_plant.txt
pot_135	phenotyping	P_5048	d_VIB_study___31_plant.txt
pot_136	phenotyping	P_5049	d_VIB_study___31_plant.txt
pot_137	phenotyping	P_5050	d_VIB_study___31_plant.txt
pot_138	phenotyping	P_5051	d_VIB_study___31_plant.txt
pot_139	phenotyping	P_5052	d_VIB_study___31_plant.txt
pot_14	phenotyping	P_4959	d_VIB_study___31_plant.txt
pot_140	phenotyping	P_5053	d_VIB_study___31_plant.txt
pot_141	phenotyping	P_4922	d_VIB_study___31_plant.txt
pot_142	phenotyping	P_4923	d_VIB_study___31_plant.txt
pot_143	phenotyping	P_4924	d_VIB_study___31_plant.txt
pot_144	phenotyping	P_4925	d_VIB_study___31_plant.txt
pot_145	phenotyping	P_4926	d_VIB_study___31_plant.txt
pot_146	phenotyping	P_4927	d_VIB_study___31_plant.txt
pot_147	phenotyping	P_4928	d_VIB_study___31_plant.txt
pot_148	phenotyping	P_4929	d_VIB_study___31_plant.txt
pot_149	phenotyping	P_4930	d_VIB_study___31_plant.txt
pot_15	phenotyping	P_4960	d_VIB_study___31_plant.txt
pot_150	phenotyping	P_4931	d_VIB_study___31_plant.txt
pot_151	phenotyping	P_4932	d_VIB_study___31_plant.txt
pot_152	phenotyping	P_4933	d_VIB_study___31_plant.txt
pot_153	phenotyping	P_4934	d_VIB_study___31_plant.txt
pot_154	phenotyping	P_4935	d_VIB_study___31_plant.txt
pot_155	phenotyping	P_4936	d_VIB_study___31_plant.txt
pot_156	phenotyping	P_4937	d_VIB_study___31_plant.txt
pot_157	phenotyping	P_4938	d_VIB_study___31_plant.txt
pot_158	phenotyping	P_4939	d_VIB_study___31_plant.txt
pot_159	phenotyping	P_4940	d_VIB_study___31_plant.txt
pot_16	phenotyping	P_4961	d_VIB_study___31_plant.txt
pot_160	phenotyping	P_4921	d_VIB_study___31_plant.txt
pot_161	phenotyping	P_4941	d_VIB_study___31_plant.txt
pot_162	phenotyping	P_4942	d_VIB_study___31_plant.txt
pot_163	phenotyping	P_4943	d_VIB_study___31_plant.txt
pot_164	phenotyping	P_4944	d_VIB_study___31_plant.txt
pot_165	phenotyping	P_4945	d_VIB_study___31_plant.txt
pot_166	phenotyping	P_5084	d_VIB_study___31_plant.txt
pot_167	phenotyping	P_5085	d_VIB_study___31_plant.txt
pot_168	phenotyping	P_5081	d_VIB_study___31_plant.txt
pot_169	phenotyping	P_5082	d_VIB_study___31_plant.txt
pot_17	phenotyping	P_4962	d_VIB_study___31_plant.txt
pot_170	phenotyping	P_5083	d_VIB_study___31_plant.txt
pot_18	phenotyping	P_4963	d_VIB_study___31_plant.txt
pot_19	phenotyping	P_4964	d_VIB_study___31_plant.txt
pot_2	phenotyping	P_4947	d_VIB_study___31_plant.txt
pot_20	phenotyping	P_4965	d_VIB_study___31_plant.txt
pot_21	phenotyping	P_5030	d_VIB_study___31_plant.txt
pot_22	phenotyping	P_5031	d_VIB_study___31_plant.txt
