Sample Name	Protocol REF	Assay Name	Derived Data File
pot_1	phenotyping	P_6211	d_VIB_study___38_plant.txt
pot_10	phenotyping	P_6220	d_VIB_study___38_plant.txt
pot_100	phenotyping	P_6281	d_VIB_study___38_plant.txt
pot_101	phenotyping	P_6282	d_VIB_study___38_plant.txt
pot_102	phenotyping	P_6283	d_VIB_study___38_plant.txt
pot_103	phenotyping	P_6284	d_VIB_study___38_plant.txt
pot_104	phenotyping	P_6285	d_VIB_study___38_plant.txt
pot_105	phenotyping	P_6286	d_VIB_study___38_plant.txt
pot_106	phenotyping	P_6287	d_VIB_study___38_plant.txt
pot_107	phenotyping	P_6288	d_VIB_study___38_plant.txt
pot_108	phenotyping	P_6289	d_VIB_study___38_plant.txt
pot_109	phenotyping	P_6290	d_VIB_study___38_plant.txt
pot_11	phenotyping	P_6221	d_VIB_study___38_plant.txt
pot_110	phenotyping	P_6291	d_VIB_study___38_plant.txt
pot_111	phenotyping	P_6292	d_VIB_study___38_plant.txt
pot_112	phenotyping	P_6293	d_VIB_study___38_plant.txt
pot_113	phenotyping	P_6294	d_VIB_study___38_plant.txt
pot_114	phenotyping	P_6295	d_VIB_study___38_plant.txt
pot_115	phenotyping	P_6123	d_VIB_study___38_plant.txt
pot_116	phenotyping	P_6124	d_VIB_study___38_plant.txt
pot_117	phenotyping	P_6125	d_VIB_study___38_plant.txt
pot_118	phenotyping	P_6126	d_VIB_study___38_plant.txt
pot_119	phenotyping	P_6127	d_VIB_study___38_plant.txt
pot_12	phenotyping	P_6222	d_VIB_study___38_plant.txt
pot_120	phenotyping	P_6128	d_VIB_study___38_plant.txt
pot_121	phenotyping	P_6129	d_VIB_study___38_plant.txt
pot_122	phenotyping	P_6130	d_VIB_study___38_plant.txt
pot_123	phenotyping	P_6131	d_VIB_study___38_plant.txt
pot_124	phenotyping	P_6132	d_VIB_study___38_plant.txt
pot_125	phenotyping	P_6133	d_VIB_study___38_plant.txt
pot_126	phenotyping	P_6134	d_VIB_study___38_plant.txt
pot_127	phenotyping	P_6135	d_VIB_study___38_plant.txt
pot_128	phenotyping	P_6117	d_VIB_study___38_plant.txt
pot_129	phenotyping	P_6118	d_VIB_study___38_plant.txt
pot_13	phenotyping	P_6223	d_VIB_study___38_plant.txt
pot_130	phenotyping	P_6119	d_VIB_study___38_plant.txt
pot_131	phenotyping	P_6120	d_VIB_study___38_plant.txt
pot_132	phenotyping	P_6155	d_VIB_study___38_plant.txt
pot_133	phenotyping	P_6121	d_VIB_study___38_plant.txt
pot_134	phenotyping	P_6122	d_VIB_study___38_plant.txt
pot_135	phenotyping	P_6156	d_VIB_study___38_plant.txt
pot_136	phenotyping	P_6157	d_VIB_study___38_plant.txt
pot_137	phenotyping	P_6158	d_VIB_study___38_plant.txt
pot_138	phenotyping	P_6159	d_VIB_study___38_plant.txt
pot_139	phenotyping	P_6160	d_VIB_study___38_plant.txt
pot_14	phenotyping	P_6224	d_VIB_study___38_plant.txt
pot_140	phenotyping	P_6161	d_VIB_study___38_plant.txt
pot_141	phenotyping	P_6162	d_VIB_study___38_plant.txt
pot_142	phenotyping	P_6163	d_VIB_study___38_plant.txt
pot_143	phenotyping	P_6164	d_VIB_study___38_plant.txt
pot_144	phenotyping	P_6165	d_VIB_study___38_plant.txt
pot_145	phenotyping	P_6166	d_VIB_study___38_plant.txt
pot_146	phenotyping	P_6167	d_VIB_study___38_plant.txt
pot_147	phenotyping	P_6168	d_VIB_study___38_plant.txt
pot_148	phenotyping	P_6169	d_VIB_study___38_plant.txt
pot_149	phenotyping	P_6170	d_VIB_study___38_plant.txt
pot_15	phenotyping	P_6225	d_VIB_study___38_plant.txt
pot_150	phenotyping	P_6171	d_VIB_study___38_plant.txt
pot_151	phenotyping	P_6172	d_VIB_study___38_plant.txt
pot_152	phenotyping	P_6173	d_VIB_study___38_plant.txt
pot_153	phenotyping	P_6186	d_VIB_study___38_plant.txt
pot_154	phenotyping	P_6187	d_VIB_study___38_plant.txt
pot_155	phenotyping	P_6188	d_VIB_study___38_plant.txt
pot_156	phenotyping	P_6189	d_VIB_study___38_plant.txt
pot_157	phenotyping	P_6190	d_VIB_study___38_plant.txt
pot_158	phenotyping	P_6191	d_VIB_study___38_plant.txt
pot_159	phenotyping	P_6192	d_VIB_study___38_plant.txt
pot_16	phenotyping	P_6226	d_VIB_study___38_plant.txt
pot_160	phenotyping	P_6174	d_VIB_study___38_plant.txt
pot_161	phenotyping	P_6175	d_VIB_study___38_plant.txt
pot_162	phenotyping	P_6176	d_VIB_study___38_plant.txt
pot_163	phenotyping	P_6177	d_VIB_study___38_plant.txt
pot_164	phenotyping	P_6178	d_VIB_study___38_plant.txt
pot_165	phenotyping	P_6179	d_VIB_study___38_plant.txt
pot_166	phenotyping	P_6180	d_VIB_study___38_plant.txt
pot_167	phenotyping	P_6181	d_VIB_study___38_plant.txt
pot_168	phenotyping	P_6182	d_VIB_study___38_plant.txt
pot_169	phenotyping	P_6183	d_VIB_study___38_plant.txt
pot_17	phenotyping	P_6227	d_VIB_study___38_plant.txt
pot_170	phenotyping	P_6184	d_VIB_study___38_plant.txt
pot_171	phenotyping	P_6185	d_VIB_study___38_plant.txt
pot_172	phenotyping	P_6251	d_VIB_study___38_plant.txt
pot_173	phenotyping	P_6252	d_VIB_study___38_plant.txt
