Sample Name	Protocol REF	Assay Name	Derived Data File
pot_1	phenotyping	P_5510	d_VIB_study___34_plant.txt
pot_10	phenotyping	P_5519	d_VIB_study___34_plant.txt
pot_100	phenotyping	P_5534	d_VIB_study___34_plant.txt
pot_11	phenotyping	P_5520	d_VIB_study___34_plant.txt
pot_12	phenotyping	P_5521	d_VIB_study___34_plant.txt
pot_121	phenotyping	P_5453	d_VIB_study___34_plant.txt
pot_122	phenotyping	P_5454	d_VIB_study___34_plant.txt
pot_123	phenotyping	P_5455	d_VIB_study___34_plant.txt
pot_124	phenotyping	P_5456	d_VIB_study___34_plant.txt
pot_125	phenotyping	P_5457	d_VIB_study___34_plant.txt
pot_126	phenotyping	P_5458	d_VIB_study___34_plant.txt
pot_127	phenotyping	P_5459	d_VIB_study___34_plant.txt
pot_128	phenotyping	P_5440	d_VIB_study___34_plant.txt
pot_129	phenotyping	P_5441	d_VIB_study___34_plant.txt
pot_13	phenotyping	P_5522	d_VIB_study___34_plant.txt
pot_130	phenotyping	P_5442	d_VIB_study___34_plant.txt
pot_131	phenotyping	P_5443	d_VIB_study___34_plant.txt
pot_132	phenotyping	P_5444	d_VIB_study___34_plant.txt
pot_133	phenotyping	P_5445	d_VIB_study___34_plant.txt
pot_134	phenotyping	P_5446	d_VIB_study___34_plant.txt
pot_135	phenotyping	P_5447	d_VIB_study___34_plant.txt
pot_136	phenotyping	P_5448	d_VIB_study___34_plant.txt
pot_137	phenotyping	P_5449	d_VIB_study___34_plant.txt
pot_138	phenotyping	P_5450	d_VIB_study___34_plant.txt
pot_139	phenotyping	P_5451	d_VIB_study___34_plant.txt
pot_14	phenotyping	P_5523	d_VIB_study___34_plant.txt
pot_140	phenotyping	P_5452	d_VIB_study___34_plant.txt
pot_141	phenotyping	P_5571	d_VIB_study___34_plant.txt
pot_142	phenotyping	P_5572	d_VIB_study___34_plant.txt
pot_144	phenotyping	P_5573	d_VIB_study___34_plant.txt
pot_145	phenotyping	P_5574	d_VIB_study___34_plant.txt
pot_146	phenotyping	P_5575	d_VIB_study___34_plant.txt
pot_147	phenotyping	P_5576	d_VIB_study___34_plant.txt
pot_148	phenotyping	P_5577	d_VIB_study___34_plant.txt
pot_149	phenotyping	P_5578	d_VIB_study___34_plant.txt
pot_15	phenotyping	P_5524	d_VIB_study___34_plant.txt
pot_150	phenotyping	P_5579	d_VIB_study___34_plant.txt
pot_151	phenotyping	P_5580	d_VIB_study___34_plant.txt
pot_152	phenotyping	P_5581	d_VIB_study___34_plant.txt
pot_153	phenotyping	P_5582	d_VIB_study___34_plant.txt
pot_154	phenotyping	P_5583	d_VIB_study___34_plant.txt
pot_156	phenotyping	P_5584	d_VIB_study___34_plant.txt
pot_157	phenotyping	P_5585	d_VIB_study___34_plant.txt
pot_158	phenotyping	P_5586	d_VIB_study___34_plant.txt
pot_159	phenotyping	P_5587	d_VIB_study___34_plant.txt
pot_16	phenotyping	P_5525	d_VIB_study___34_plant.txt
pot_160	phenotyping	P_5570	d_VIB_study___34_plant.txt
pot_161	phenotyping	P_5460	d_VIB_study___34_plant.txt
pot_162	phenotyping	P_5461	d_VIB_study___34_plant.txt
pot_163	phenotyping	P_5462	d_VIB_study___34_plant.txt
pot_164	phenotyping	P_5463	d_VIB_study___34_plant.txt
pot_165	phenotyping	P_5464	d_VIB_study___34_plant.txt
pot_166	phenotyping	P_5468	d_VIB_study___34_plant.txt
pot_167	phenotyping	P_5469	d_VIB_study___34_plant.txt
pot_168	phenotyping	P_5465	d_VIB_study___34_plant.txt
pot_169	phenotyping	P_5466	d_VIB_study___34_plant.txt
pot_17	phenotyping	P_5526	d_VIB_study___34_plant.txt
