Sample Name	Protocol REF	Assay Name	Derived Data File
pot_100	phenotyping	P_5921	d_VIB_study___36_plant.txt
pot_101	phenotyping	P_5922	d_VIB_study___36_plant.txt
pot_102	phenotyping	P_5923	d_VIB_study___36_plant.txt
pot_103	phenotyping	P_5924	d_VIB_study___36_plant.txt
pot_104	phenotyping	P_5925	d_VIB_study___36_plant.txt
pot_105	phenotyping	P_5926	d_VIB_study___36_plant.txt
pot_106	phenotyping	P_5927	d_VIB_study___36_plant.txt
pot_107	phenotyping	P_5928	d_VIB_study___36_plant.txt
pot_108	phenotyping	P_5929	d_VIB_study___36_plant.txt
pot_109	phenotyping	P_5930	d_VIB_study___36_plant.txt
pot_110	phenotyping	P_5931	d_VIB_study___36_plant.txt
pot_111	phenotyping	P_5932	d_VIB_study___36_plant.txt
pot_112	phenotyping	P_5933	d_VIB_study___36_plant.txt
pot_113	phenotyping	P_5934	d_VIB_study___36_plant.txt
pot_114	phenotyping	P_5935	d_VIB_study___36_plant.txt
pot_115	phenotyping	P_5842	d_VIB_study___36_plant.txt
pot_116	phenotyping	P_5843	d_VIB_study___36_plant.txt
pot_117	phenotyping	P_5844	d_VIB_study___36_plant.txt
pot_118	phenotyping	P_5845	d_VIB_study___36_plant.txt
pot_119	phenotyping	P_5846	d_VIB_study___36_plant.txt
pot_120	phenotyping	P_5847	d_VIB_study___36_plant.txt
pot_121	phenotyping	P_5848	d_VIB_study___36_plant.txt
pot_122	phenotyping	P_5849	d_VIB_study___36_plant.txt
pot_123	phenotyping	P_5850	d_VIB_study___36_plant.txt
pot_124	phenotyping	P_5851	d_VIB_study___36_plant.txt
pot_125	phenotyping	P_5852	d_VIB_study___36_plant.txt
pot_126	phenotyping	P_5853	d_VIB_study___36_plant.txt
pot_127	phenotyping	P_5854	d_VIB_study___36_plant.txt
pot_128	phenotyping	P_5836	d_VIB_study___36_plant.txt
pot_129	phenotyping	P_5837	d_VIB_study___36_plant.txt
pot_130	phenotyping	P_5838	d_VIB_study___36_plant.txt
pot_131	phenotyping	P_5839	d_VIB_study___36_plant.txt
pot_132	phenotyping	P_5840	d_VIB_study___36_plant.txt
pot_133	phenotyping	P_5841	d_VIB_study___36_plant.txt
pot_134	phenotyping	P_5798	d_VIB_study___36_plant.txt
pot_135	phenotyping	P_5799	d_VIB_study___36_plant.txt
pot_136	phenotyping	P_5800	d_VIB_study___36_plant.txt
pot_137	phenotyping	P_5801	d_VIB_study___36_plant.txt
pot_138	phenotyping	P_5802	d_VIB_study___36_plant.txt
pot_139	phenotyping	P_5803	d_VIB_study___36_plant.txt
pot_140	phenotyping	P_5804	d_VIB_study___36_plant.txt
pot_141	phenotyping	P_5805	d_VIB_study___36_plant.txt
pot_142	phenotyping	P_5806	d_VIB_study___36_plant.txt
pot_143	phenotyping	P_5807	d_VIB_study___36_plant.txt
pot_144	phenotyping	P_5808	d_VIB_study___36_plant.txt
pot_145	phenotyping	P_5809	d_VIB_study___36_plant.txt
pot_146	phenotyping	P_5810	d_VIB_study___36_plant.txt
pot_147	phenotyping	P_5811	d_VIB_study___36_plant.txt
pot_148	phenotyping	P_5812	d_VIB_study___36_plant.txt
pot_149	phenotyping	P_5813	d_VIB_study___36_plant.txt
pot_150	phenotyping	P_5814	d_VIB_study___36_plant.txt
pot_151	phenotyping	P_5815	d_VIB_study___36_plant.txt
pot_152	phenotyping	P_5816	d_VIB_study___36_plant.txt
pot_153	phenotyping	P_5910	d_VIB_study___36_plant.txt
pot_154	phenotyping	P_5911	d_VIB_study___36_plant.txt
pot_155	phenotyping	P_5912	d_VIB_study___36_plant.txt
pot_156	phenotyping	P_5913	d_VIB_study___36_plant.txt
pot_157	phenotyping	P_5914	d_VIB_study___36_plant.txt
pot_158	phenotyping	P_5915	d_VIB_study___36_plant.txt
pot_159	phenotyping	P_5916	d_VIB_study___36_plant.txt
pot_160	phenotyping	P_5898	d_VIB_study___36_plant.txt
pot_161	phenotyping	P_5899	d_VIB_study___36_plant.txt
pot_162	phenotyping	P_5900	d_VIB_study___36_plant.txt
pot_163	phenotyping	P_5901	d_VIB_study___36_plant.txt
pot_164	phenotyping	P_5902	d_VIB_study___36_plant.txt
pot_165	phenotyping	P_5903	d_VIB_study___36_plant.txt
pot_166	phenotyping	P_5904	d_VIB_study___36_plant.txt
pot_167	phenotyping	P_5905	d_VIB_study___36_plant.txt
pot_168	phenotyping	P_5906	d_VIB_study___36_plant.txt
pot_169	phenotyping	P_5907	d_VIB_study___36_plant.txt
pot_170	phenotyping	P_5908	d_VIB_study___36_plant.txt
pot_171	phenotyping	P_5909	d_VIB_study___36_plant.txt
pot_172	phenotyping	P_5775	d_VIB_study___36_plant.txt
pot_173	phenotyping	P_5776	d_VIB_study___36_plant.txt
pot_174	phenotyping	P_5777	d_VIB_study___36_plant.txt
pot_175	phenotyping	P_5778	d_VIB_study___36_plant.txt
pot_176	phenotyping	P_5774	d_VIB_study___36_plant.txt
pot_177	phenotyping	P_5855	d_VIB_study___36_plant.txt
pot_178	phenotyping	P_5856	d_VIB_study___36_plant.txt
pot_179	phenotyping	P_5857	d_VIB_study___36_plant.txt
pot_180	phenotyping	P_5858	d_VIB_study___36_plant.txt
pot_181	phenotyping	P_5859	d_VIB_study___36_plant.txt
pot_20	phenotyping	P_5886	d_VIB_study___36_plant.txt
pot_21	phenotyping	P_5887	d_VIB_study___36_plant.txt
