Sample Name	Protocol REF	Assay Name	Derived Data File
pot_1	phenotyping	P_5955	d_VIB_study___37_plant.txt
pot_10	phenotyping	P_5964	d_VIB_study___37_plant.txt
pot_100	phenotyping	P_6083	d_VIB_study___37_plant.txt
pot_101	phenotyping	P_6084	d_VIB_study___37_plant.txt
pot_102	phenotyping	P_6085	d_VIB_study___37_plant.txt
pot_103	phenotyping	P_6086	d_VIB_study___37_plant.txt
pot_104	phenotyping	P_6087	d_VIB_study___37_plant.txt
pot_105	phenotyping	P_6088	d_VIB_study___37_plant.txt
pot_106	phenotyping	P_6089	d_VIB_study___37_plant.txt
pot_107	phenotyping	P_6090	d_VIB_study___37_plant.txt
pot_108	phenotyping	P_6091	d_VIB_study___37_plant.txt
pot_109	phenotyping	P_6092	d_VIB_study___37_plant.txt
pot_11	phenotyping	P_5965	d_VIB_study___37_plant.txt
pot_110	phenotyping	P_6093	d_VIB_study___37_plant.txt
pot_111	phenotyping	P_6094	d_VIB_study___37_plant.txt
pot_112	phenotyping	P_6095	d_VIB_study___37_plant.txt
pot_113	phenotyping	P_6096	d_VIB_study___37_plant.txt
pot_114	phenotyping	P_6097	d_VIB_study___37_plant.txt
pot_115	phenotyping	P_6037	d_VIB_study___37_plant.txt
pot_116	phenotyping	P_6038	d_VIB_study___37_plant.txt
pot_117	phenotyping	P_6039	d_VIB_study___37_plant.txt
pot_118	phenotyping	P_6040	d_VIB_study___37_plant.txt
pot_119	phenotyping	P_6041	d_VIB_study___37_plant.txt
pot_12	phenotyping	P_5966	d_VIB_study___37_plant.txt
pot_120	phenotyping	P_6042	d_VIB_study___37_plant.txt
pot_121	phenotyping	P_6043	d_VIB_study___37_plant.txt
pot_122	phenotyping	P_6044	d_VIB_study___37_plant.txt
pot_123	phenotyping	P_6045	d_VIB_study___37_plant.txt
pot_124	phenotyping	P_6046	d_VIB_study___37_plant.txt
pot_125	phenotyping	P_6047	d_VIB_study___37_plant.txt
pot_126	phenotyping	P_6048	d_VIB_study___37_plant.txt
pot_127	phenotyping	P_6049	d_VIB_study___37_plant.txt
pot_128	phenotyping	P_6031	d_VIB_study___37_plant.txt
pot_129	phenotyping	P_6032	d_VIB_study___37_plant.txt
pot_13	phenotyping	P_5967	d_VIB_study___37_plant.txt
pot_130	phenotyping	P_6033	d_VIB_study___37_plant.txt
pot_131	phenotyping	P_6034	d_VIB_study___37_plant.txt
pot_132	phenotyping	P_6035	d_VIB_study___37_plant.txt
pot_133	phenotyping	P_6036	d_VIB_study___37_plant.txt
pot_134	phenotyping	P_6012	d_VIB_study___37_plant.txt
pot_135	phenotyping	P_6013	d_VIB_study___37_plant.txt
pot_136	phenotyping	P_6014	d_VIB_study___37_plant.txt
pot_137	phenotyping	P_6015	d_VIB_study___37_plant.txt
pot_138	phenotyping	P_6016	d_VIB_study___37_plant.txt
pot_139	phenotyping	P_6017	d_VIB_study___37_plant.txt
pot_14	phenotyping	P_5968	d_VIB_study___37_plant.txt
pot_140	phenotyping	P_6018	d_VIB_study___37_plant.txt
pot_141	phenotyping	P_6019	d_VIB_study___37_plant.txt
pot_142	phenotyping	P_6020	d_VIB_study___37_plant.txt
pot_143	phenotyping	P_6021	d_VIB_study___37_plant.txt
pot_144	phenotyping	P_6022	d_VIB_study___37_plant.txt
pot_145	phenotyping	P_6023	d_VIB_study___37_plant.txt
pot_146	phenotyping	P_6024	d_VIB_study___37_plant.txt
pot_147	phenotyping	P_6025	d_VIB_study___37_plant.txt
pot_148	phenotyping	P_6026	d_VIB_study___37_plant.txt
pot_149	phenotyping	P_6027	d_VIB_study___37_plant.txt
pot_15	phenotyping	P_5969	d_VIB_study___37_plant.txt
pot_150	phenotyping	P_6028	d_VIB_study___37_plant.txt
pot_151	phenotyping	P_6029	d_VIB_study___37_plant.txt
pot_152	phenotyping	P_6030	d_VIB_study___37_plant.txt
pot_153	phenotyping	P_6110	d_VIB_study___37_plant.txt
pot_154	phenotyping	P_6111	d_VIB_study___37_plant.txt
pot_155	phenotyping	P_6112	d_VIB_study___37_plant.txt
pot_156	phenotyping	P_6113	d_VIB_study___37_plant.txt
pot_157	phenotyping	P_6114	d_VIB_study___37_plant.txt
pot_158	phenotyping	P_6115	d_VIB_study___37_plant.txt
pot_159	phenotyping	P_6116	d_VIB_study___37_plant.txt
pot_16	phenotyping	P_5970	d_VIB_study___37_plant.txt
pot_160	phenotyping	P_6098	d_VIB_study___37_plant.txt
pot_161	phenotyping	P_6099	d_VIB_study___37_plant.txt
pot_162	phenotyping	P_6100	d_VIB_study___37_plant.txt
pot_163	phenotyping	P_6101	d_VIB_study___37_plant.txt
pot_164	phenotyping	P_6102	d_VIB_study___37_plant.txt
pot_165	phenotyping	P_6103	d_VIB_study___37_plant.txt
pot_166	phenotyping	P_6104	d_VIB_study___37_plant.txt
pot_167	phenotyping	P_6105	d_VIB_study___37_plant.txt
pot_168	phenotyping	P_6106	d_VIB_study___37_plant.txt
pot_169	phenotyping	P_6107	d_VIB_study___37_plant.txt
pot_17	phenotyping	P_5971	d_VIB_study___37_plant.txt
pot_170	phenotyping	P_6108	d_VIB_study___37_plant.txt
pot_171	phenotyping	P_6109	d_VIB_study___37_plant.txt
pot_172	phenotyping	P_6070	d_VIB_study___37_plant.txt
pot_173	phenotyping	P_6071	d_VIB_study___37_plant.txt
pot_174	phenotyping	P_6072	d_VIB_study___37_plant.txt
pot_175	phenotyping	P_6073	d_VIB_study___37_plant.txt
pot_176	phenotyping	P_6069	d_VIB_study___37_plant.txt
pot_177	phenotyping	P_6074	d_VIB_study___37_plant.txt
pot_178	phenotyping	P_6075	d_VIB_study___37_plant.txt
pot_179	phenotyping	P_6076	d_VIB_study___37_plant.txt
pot_18	phenotyping	P_5972	d_VIB_study___37_plant.txt
pot_180	phenotyping	P_6077	d_VIB_study___37_plant.txt
pot_181	phenotyping	P_6078	d_VIB_study___37_plant.txt
pot_19	phenotyping	P_5973	d_VIB_study___37_plant.txt
pot_2	phenotyping	P_5956	d_VIB_study___37_plant.txt
pot_20	phenotyping	P_6057	d_VIB_study___37_plant.txt
pot_21	phenotyping	P_6058	d_VIB_study___37_plant.txt
pot_22	phenotyping	P_6059	d_VIB_study___37_plant.txt
pot_23	phenotyping	P_6060	d_VIB_study___37_plant.txt
pot_24	phenotyping	P_6061	d_VIB_study___37_plant.txt
pot_25	phenotyping	P_6062	d_VIB_study___37_plant.txt
pot_26	phenotyping	P_6063	d_VIB_study___37_plant.txt
pot_27	phenotyping	P_6064	d_VIB_study___37_plant.txt
pot_28	phenotyping	P_6065	d_VIB_study___37_plant.txt
pot_29	phenotyping	P_6066	d_VIB_study___37_plant.txt
pot_3	phenotyping	P_5957	d_VIB_study___37_plant.txt
pot_30	phenotyping	P_6067	d_VIB_study___37_plant.txt
pot_31	phenotyping	P_6068	d_VIB_study___37_plant.txt
pot_32	phenotyping	P_6050	d_VIB_study___37_plant.txt
pot_33	phenotyping	P_6051	d_VIB_study___37_plant.txt
pot_34	phenotyping	P_6052	d_VIB_study___37_plant.txt
pot_35	phenotyping	P_6053	d_VIB_study___37_plant.txt
pot_36	phenotyping	P_6054	d_VIB_study___37_plant.txt
pot_37	phenotyping	P_6055	d_VIB_study___37_plant.txt
pot_38	phenotyping	P_6056	d_VIB_study___37_plant.txt
