Sample Name	Protocol REF	Assay Name	Derived Data File
pot_1	phenotyping	P_5211	d_VIB_study___32_plant.txt
pot_10	phenotyping	P_5220	d_VIB_study___32_plant.txt
pot_100	phenotyping	P_5130	d_VIB_study___32_plant.txt
pot_101	phenotyping	P_5236	d_VIB_study___32_plant.txt
pot_102	phenotyping	P_5237	d_VIB_study___32_plant.txt
pot_103	phenotyping	P_5238	d_VIB_study___32_plant.txt
pot_104	phenotyping	P_5239	d_VIB_study___32_plant.txt
pot_105	phenotyping	P_5240	d_VIB_study___32_plant.txt
pot_106	phenotyping	P_5241	d_VIB_study___32_plant.txt
pot_107	phenotyping	P_5242	d_VIB_study___32_plant.txt
pot_108	phenotyping	P_5243	d_VIB_study___32_plant.txt
pot_109	phenotyping	P_5244	d_VIB_study___32_plant.txt
pot_11	phenotyping	P_5221	d_VIB_study___32_plant.txt
pot_110	phenotyping	P_5245	d_VIB_study___32_plant.txt
pot_111	phenotyping	P_5246	d_VIB_study___32_plant.txt
pot_112	phenotyping	P_5247	d_VIB_study___32_plant.txt
pot_113	phenotyping	P_5248	d_VIB_study___32_plant.txt
pot_114	phenotyping	P_5249	d_VIB_study___32_plant.txt
pot_115	phenotyping	P_5250	d_VIB_study___32_plant.txt
pot_116	phenotyping	P_5251	d_VIB_study___32_plant.txt
pot_117	phenotyping	P_5252	d_VIB_study___32_plant.txt
pot_118	phenotyping	P_5253	d_VIB_study___32_plant.txt
pot_119	phenotyping	P_5254	d_VIB_study___32_plant.txt
pot_12	phenotyping	P_5222	d_VIB_study___32_plant.txt
pot_120	phenotyping	P_5255	d_VIB_study___32_plant.txt
pot_121	phenotyping	P_5099	d_VIB_study___32_plant.txt
pot_122	phenotyping	P_5100	d_VIB_study___32_plant.txt
pot_123	phenotyping	P_5101	d_VIB_study___32_plant.txt
pot_124	phenotyping	P_5102	d_VIB_study___32_plant.txt
pot_125	phenotyping	P_5103	d_VIB_study___32_plant.txt
pot_126	phenotyping	P_5104	d_VIB_study___32_plant.txt
pot_127	phenotyping	P_5105	d_VIB_study___32_plant.txt
pot_128	phenotyping	P_5086	d_VIB_study___32_plant.txt
pot_129	phenotyping	P_5087	d_VIB_study___32_plant.txt
pot_13	phenotyping	P_5223	d_VIB_study___32_plant.txt
pot_130	phenotyping	P_5088	d_VIB_study___32_plant.txt
