Sample Name	Protocol REF	Assay Name	Derived Data File
pot_1	phenotyping	P_4712	d_VIB_study___29_plant.txt
pot_10	phenotyping	P_4721	d_VIB_study___29_plant.txt
pot_100	phenotyping	P_4736	d_VIB_study___29_plant.txt
pot_101	phenotyping	P_4653	d_VIB_study___29_plant.txt
pot_102	phenotyping	P_4654	d_VIB_study___29_plant.txt
pot_103	phenotyping	P_4655	d_VIB_study___29_plant.txt
pot_104	phenotyping	P_4656	d_VIB_study___29_plant.txt
pot_105	phenotyping	P_4657	d_VIB_study___29_plant.txt
pot_106	phenotyping	P_4658	d_VIB_study___29_plant.txt
pot_107	phenotyping	P_4659	d_VIB_study___29_plant.txt
pot_108	phenotyping	P_4660	d_VIB_study___29_plant.txt
pot_109	phenotyping	P_4661	d_VIB_study___29_plant.txt
pot_11	phenotyping	P_4722	d_VIB_study___29_plant.txt
pot_110	phenotyping	P_4662	d_VIB_study___29_plant.txt
pot_111	phenotyping	P_4663	d_VIB_study___29_plant.txt
pot_112	phenotyping	P_4664	d_VIB_study___29_plant.txt
pot_113	phenotyping	P_4665	d_VIB_study___29_plant.txt
pot_114	phenotyping	P_4666	d_VIB_study___29_plant.txt
pot_115	phenotyping	P_4667	d_VIB_study___29_plant.txt
pot_116	phenotyping	P_4668	d_VIB_study___29_plant.txt
pot_117	phenotyping	P_4669	d_VIB_study___29_plant.txt
pot_118	phenotyping	P_4670	d_VIB_study___29_plant.txt
pot_119	phenotyping	P_4671	d_VIB_study___29_plant.txt
pot_12	phenotyping	P_4723	d_VIB_study___29_plant.txt
pot_120	phenotyping	P_4672	d_VIB_study___29_plant.txt
pot_121	phenotyping	P_4617	d_VIB_study___29_plant.txt
pot_122	phenotyping	P_4618	d_VIB_study___29_plant.txt
pot_123	phenotyping	P_4619	d_VIB_study___29_plant.txt
pot_124	phenotyping	P_4620	d_VIB_study___29_plant.txt
pot_125	phenotyping	P_4621	d_VIB_study___29_plant.txt
pot_126	phenotyping	P_4622	d_VIB_study___29_plant.txt
pot_127	phenotyping	P_4623	d_VIB_study___29_plant.txt
pot_128	phenotyping	P_4604	d_VIB_study___29_plant.txt
pot_129	phenotyping	P_4605	d_VIB_study___29_plant.txt
pot_13	phenotyping	P_4724	d_VIB_study___29_plant.txt
pot_130	phenotyping	P_4606	d_VIB_study___29_plant.txt
pot_131	phenotyping	P_4607	d_VIB_study___29_plant.txt
pot_132	phenotyping	P_4608	d_VIB_study___29_plant.txt
pot_133	phenotyping	P_4609	d_VIB_study___29_plant.txt
pot_134	phenotyping	P_4610	d_VIB_study___29_plant.txt
pot_135	phenotyping	P_4611	d_VIB_study___29_plant.txt
pot_136	phenotyping	P_4612	d_VIB_study___29_plant.txt
pot_137	phenotyping	P_4613	d_VIB_study___29_plant.txt
pot_138	phenotyping	P_4614	d_VIB_study___29_plant.txt
pot_139	phenotyping	P_4615	d_VIB_study___29_plant.txt
pot_14	phenotyping	P_4725	d_VIB_study___29_plant.txt
pot_140	phenotyping	P_4616	d_VIB_study___29_plant.txt
pot_141	phenotyping	P_4694	d_VIB_study___29_plant.txt
pot_142	phenotyping	P_4695	d_VIB_study___29_plant.txt
pot_143	phenotyping	P_4696	d_VIB_study___29_plant.txt
pot_144	phenotyping	P_4697	d_VIB_study___29_plant.txt
pot_145	phenotyping	P_4698	d_VIB_study___29_plant.txt
pot_146	phenotyping	P_4699	d_VIB_study___29_plant.txt
pot_147	phenotyping	P_4700	d_VIB_study___29_plant.txt
pot_149	phenotyping	P_4701	d_VIB_study___29_plant.txt
pot_15	phenotyping	P_4726	d_VIB_study___29_plant.txt
pot_150	phenotyping	P_4702	d_VIB_study___29_plant.txt
pot_151	phenotyping	P_4703	d_VIB_study___29_plant.txt
pot_152	phenotyping	P_4704	d_VIB_study___29_plant.txt
pot_153	phenotyping	P_4705	d_VIB_study___29_plant.txt
pot_154	phenotyping	P_4706	d_VIB_study___29_plant.txt
pot_155	phenotyping	P_4707	d_VIB_study___29_plant.txt
pot_156	phenotyping	P_4708	d_VIB_study___29_plant.txt
pot_157	phenotyping	P_4709	d_VIB_study___29_plant.txt
pot_158	phenotyping	P_4710	d_VIB_study___29_plant.txt
pot_159	phenotyping	P_4711	d_VIB_study___29_plant.txt
pot_16	phenotyping	P_4727	d_VIB_study___29_plant.txt
pot_160	phenotyping	P_4693	d_VIB_study___29_plant.txt
pot_161	phenotyping	P_4648	d_VIB_study___29_plant.txt
pot_162	phenotyping	P_4649	d_VIB_study___29_plant.txt
pot_163	phenotyping	P_4650	d_VIB_study___29_plant.txt
pot_164	phenotyping	P_4651	d_VIB_study___29_plant.txt
pot_165	phenotyping	P_4652	d_VIB_study___29_plant.txt
pot_166	phenotyping	P_4626	d_VIB_study___29_plant.txt
pot_167	phenotyping	P_4627	d_VIB_study___29_plant.txt
pot_168	phenotyping	P_4624	d_VIB_study___29_plant.txt
pot_169	phenotyping	P_4625	d_VIB_study___29_plant.txt
pot_17	phenotyping	P_4728	d_VIB_study___29_plant.txt
pot_18	phenotyping	P_4729	d_VIB_study___29_plant.txt
pot_19	phenotyping	P_4730	d_VIB_study___29_plant.txt
pot_2	phenotyping	P_4713	d_VIB_study___29_plant.txt
pot_20	phenotyping	P_4731	d_VIB_study___29_plant.txt
pot_21	phenotyping	P_4682	d_VIB_study___29_plant.txt
pot_22	phenotyping	P_4683	d_VIB_study___29_plant.txt
pot_23	phenotyping	P_4684	d_VIB_study___29_plant.txt
pot_24	phenotyping	P_4685	d_VIB_study___29_plant.txt
pot_25	phenotyping	P_4686	d_VIB_study___29_plant.txt
pot_26	phenotyping	P_4687	d_VIB_study___29_plant.txt
pot_27	phenotyping	P_4688	d_VIB_study___29_plant.txt
pot_28	phenotyping	P_4689	d_VIB_study___29_plant.txt
pot_29	phenotyping	P_4690	d_VIB_study___29_plant.txt
pot_3	phenotyping	P_4714	d_VIB_study___29_plant.txt
pot_30	phenotyping	P_4691	d_VIB_study___29_plant.txt
pot_31	phenotyping	P_4692	d_VIB_study___29_plant.txt
pot_32	phenotyping	P_4673	d_VIB_study___29_plant.txt
pot_33	phenotyping	P_4674	d_VIB_study___29_plant.txt
pot_34	phenotyping	P_4675	d_VIB_study___29_plant.txt
pot_35	phenotyping	P_4676	d_VIB_study___29_plant.txt
pot_36	phenotyping	P_4677	d_VIB_study___29_plant.txt
pot_37	phenotyping	P_4678	d_VIB_study___29_plant.txt
pot_38	phenotyping	P_4679	d_VIB_study___29_plant.txt
pot_39	phenotyping	P_4680	d_VIB_study___29_plant.txt
pot_4	phenotyping	P_4715	d_VIB_study___29_plant.txt
pot_40	phenotyping	P_4681	d_VIB_study___29_plant.txt
pot_41	phenotyping	P_4628	d_VIB_study___29_plant.txt
pot_42	phenotyping	P_4629	d_VIB_study___29_plant.txt
pot_43	phenotyping	P_4630	d_VIB_study___29_plant.txt
pot_44	phenotyping	P_4631	d_VIB_study___29_plant.txt
pot_45	phenotyping	P_4632	d_VIB_study___29_plant.txt
pot_46	phenotyping	P_4633	d_VIB_study___29_plant.txt
pot_47	phenotyping	P_4634	d_VIB_study___29_plant.txt
pot_48	phenotyping	P_4635	d_VIB_study___29_plant.txt
pot_49	phenotyping	P_4636	d_VIB_study___29_plant.txt
pot_5	phenotyping	P_4716	d_VIB_study___29_plant.txt
pot_50	phenotyping	P_4637	d_VIB_study___29_plant.txt
pot_51	phenotyping	P_4638	d_VIB_study___29_plant.txt
pot_52	phenotyping	P_4639	d_VIB_study___29_plant.txt
pot_53	phenotyping	P_4640	d_VIB_study___29_plant.txt
pot_54	phenotyping	P_4641	d_VIB_study___29_plant.txt
pot_55	phenotyping	P_4642	d_VIB_study___29_plant.txt
pot_56	phenotyping	P_4643	d_VIB_study___29_plant.txt
pot_57	phenotyping	P_4644	d_VIB_study___29_plant.txt
pot_58	phenotyping	P_4645	d_VIB_study___29_plant.txt
pot_59	phenotyping	P_4646	d_VIB_study___29_plant.txt
pot_6	phenotyping	P_4717	d_VIB_study___29_plant.txt
pot_60	phenotyping	P_4647	d_VIB_study___29_plant.txt
pot_61	phenotyping	P_4769	d_VIB_study___29_plant.txt
pot_62	phenotyping	P_4770	d_VIB_study___29_plant.txt
pot_63	phenotyping	P_4771	d_VIB_study___29_plant.txt
pot_64	phenotyping	P_4752	d_VIB_study___29_plant.txt
pot_65	phenotyping	P_4753	d_VIB_study___29_plant.txt
pot_66	phenotyping	P_4754	d_VIB_study___29_plant.txt
pot_67	phenotyping	P_4755	d_VIB_study___29_plant.txt
pot_68	phenotyping	P_4756	d_VIB_study___29_plant.txt
