Sample Name	Protocol REF	Assay Name	Derived Data File
pot_1	phenotyping	P_4861	d_VIB_study___30_plant.txt
pot_10	phenotyping	P_4870	d_VIB_study___30_plant.txt
pot_100	phenotyping	P_4905	d_VIB_study___30_plant.txt
pot_101	phenotyping	P_4836	d_VIB_study___30_plant.txt
pot_102	phenotyping	P_4837	d_VIB_study___30_plant.txt
pot_103	phenotyping	P_4838	d_VIB_study___30_plant.txt
pot_104	phenotyping	P_4839	d_VIB_study___30_plant.txt
pot_105	phenotyping	P_4840	d_VIB_study___30_plant.txt
pot_106	phenotyping	P_4841	d_VIB_study___30_plant.txt
pot_107	phenotyping	P_4842	d_VIB_study___30_plant.txt
pot_108	phenotyping	P_4843	d_VIB_study___30_plant.txt
pot_109	phenotyping	P_4844	d_VIB_study___30_plant.txt
pot_11	phenotyping	P_4871	d_VIB_study___30_plant.txt
pot_110	phenotyping	P_4845	d_VIB_study___30_plant.txt
pot_111	phenotyping	P_4846	d_VIB_study___30_plant.txt
pot_112	phenotyping	P_4847	d_VIB_study___30_plant.txt
pot_113	phenotyping	P_4848	d_VIB_study___30_plant.txt
pot_114	phenotyping	P_4849	d_VIB_study___30_plant.txt
pot_115	phenotyping	P_4850	d_VIB_study___30_plant.txt
pot_116	phenotyping	P_4851	d_VIB_study___30_plant.txt
pot_117	phenotyping	P_4852	d_VIB_study___30_plant.txt
pot_118	phenotyping	P_4853	d_VIB_study___30_plant.txt
pot_119	phenotyping	P_4854	d_VIB_study___30_plant.txt
pot_12	phenotyping	P_4872	d_VIB_study___30_plant.txt
pot_120	phenotyping	P_4855	d_VIB_study___30_plant.txt
pot_121	phenotyping	P_4856	d_VIB_study___30_plant.txt
pot_122	phenotyping	P_4785	d_VIB_study___30_plant.txt
pot_123	phenotyping	P_4786	d_VIB_study___30_plant.txt
pot_124	phenotyping	P_4787	d_VIB_study___30_plant.txt
pot_125	phenotyping	P_4788	d_VIB_study___30_plant.txt
pot_126	phenotyping	P_4789	d_VIB_study___30_plant.txt
pot_127	phenotyping	P_4790	d_VIB_study___30_plant.txt
pot_128	phenotyping	P_4772	d_VIB_study___30_plant.txt
pot_129	phenotyping	P_4773	d_VIB_study___30_plant.txt
pot_13	phenotyping	P_4873	d_VIB_study___30_plant.txt
pot_130	phenotyping	P_4774	d_VIB_study___30_plant.txt
pot_131	phenotyping	P_4775	d_VIB_study___30_plant.txt
pot_132	phenotyping	P_4776	d_VIB_study___30_plant.txt
pot_133	phenotyping	P_4777	d_VIB_study___30_plant.txt
pot_134	phenotyping	P_4778	d_VIB_study___30_plant.txt
pot_135	phenotyping	P_4779	d_VIB_study___30_plant.txt
pot_136	phenotyping	P_4780	d_VIB_study___30_plant.txt
pot_137	phenotyping	P_4781	d_VIB_study___30_plant.txt
pot_138	phenotyping	P_4782	d_VIB_study___30_plant.txt
pot_139	phenotyping	P_4783	d_VIB_study___30_plant.txt
pot_14	phenotyping	P_4874	d_VIB_study___30_plant.txt
pot_140	phenotyping	P_4784	d_VIB_study___30_plant.txt
pot_141	phenotyping	P_4817	d_VIB_study___30_plant.txt
pot_142	phenotyping	P_4818	d_VIB_study___30_plant.txt
pot_143	phenotyping	P_4819	d_VIB_study___30_plant.txt
