Sample Name	Protocol REF	Assay Name	Derived Data File
pot_1	phenotyping	P_4535	d_VIB_study___28_plant.txt
pot_10	phenotyping	P_4544	d_VIB_study___28_plant.txt
pot_100	phenotyping	P_4499	d_VIB_study___28_plant.txt
pot_101	phenotyping	P_4580	d_VIB_study___28_plant.txt
pot_102	phenotyping	P_4581	d_VIB_study___28_plant.txt
pot_103	phenotyping	P_4582	d_VIB_study___28_plant.txt
pot_104	phenotyping	P_4583	d_VIB_study___28_plant.txt
pot_105	phenotyping	P_4584	d_VIB_study___28_plant.txt
pot_106	phenotyping	P_4585	d_VIB_study___28_plant.txt
pot_107	phenotyping	P_4586	d_VIB_study___28_plant.txt
pot_108	phenotyping	P_4587	d_VIB_study___28_plant.txt
pot_109	phenotyping	P_4588	d_VIB_study___28_plant.txt
pot_11	phenotyping	P_4545	d_VIB_study___28_plant.txt
pot_110	phenotyping	P_4589	d_VIB_study___28_plant.txt
pot_111	phenotyping	P_4590	d_VIB_study___28_plant.txt
pot_112	phenotyping	P_4591	d_VIB_study___28_plant.txt
pot_113	phenotyping	P_4592	d_VIB_study___28_plant.txt
pot_114	phenotyping	P_4593	d_VIB_study___28_plant.txt
pot_115	phenotyping	P_4594	d_VIB_study___28_plant.txt
pot_116	phenotyping	P_4595	d_VIB_study___28_plant.txt
pot_117	phenotyping	P_4596	d_VIB_study___28_plant.txt
pot_118	phenotyping	P_4597	d_VIB_study___28_plant.txt
pot_119	phenotyping	P_4598	d_VIB_study___28_plant.txt
pot_12	phenotyping	P_4546	d_VIB_study___28_plant.txt
pot_120	phenotyping	P_4599	d_VIB_study___28_plant.txt
pot_121	phenotyping	P_4488	d_VIB_study___28_plant.txt
pot_122	phenotyping	P_4489	d_VIB_study___28_plant.txt
pot_123	phenotyping	P_4490	d_VIB_study___28_plant.txt
pot_124	phenotyping	P_4491	d_VIB_study___28_plant.txt
pot_125	phenotyping	P_4492	d_VIB_study___28_plant.txt
pot_126	phenotyping	P_4493	d_VIB_study___28_plant.txt
pot_127	phenotyping	P_4494	d_VIB_study___28_plant.txt
pot_128	phenotyping	P_4475	d_VIB_study___28_plant.txt
pot_129	phenotyping	P_4476	d_VIB_study___28_plant.txt
pot_13	phenotyping	P_4547	d_VIB_study___28_plant.txt
pot_130	phenotyping	P_4477	d_VIB_study___28_plant.txt
pot_131	phenotyping	P_4478	d_VIB_study___28_plant.txt
pot_132	phenotyping	P_4479	d_VIB_study___28_plant.txt
pot_133	phenotyping	P_4480	d_VIB_study___28_plant.txt
pot_134	phenotyping	P_4481	d_VIB_study___28_plant.txt
pot_135	phenotyping	P_4482	d_VIB_study___28_plant.txt
pot_136	phenotyping	P_4483	d_VIB_study___28_plant.txt
pot_137	phenotyping	P_4484	d_VIB_study___28_plant.txt
pot_138	phenotyping	P_4485	d_VIB_study___28_plant.txt
pot_139	phenotyping	P_4486	d_VIB_study___28_plant.txt
pot_14	phenotyping	P_4548	d_VIB_study___28_plant.txt
pot_140	phenotyping	P_4487	d_VIB_study___28_plant.txt
pot_141	phenotyping	P_4456	d_VIB_study___28_plant.txt
pot_142	phenotyping	P_4457	d_VIB_study___28_plant.txt
pot_143	phenotyping	P_4458	d_VIB_study___28_plant.txt
pot_144	phenotyping	P_4459	d_VIB_study___28_plant.txt
pot_145	phenotyping	P_4460	d_VIB_study___28_plant.txt
pot_146	phenotyping	P_4461	d_VIB_study___28_plant.txt
pot_147	phenotyping	P_4462	d_VIB_study___28_plant.txt
pot_148	phenotyping	P_4463	d_VIB_study___28_plant.txt
pot_149	phenotyping	P_4464	d_VIB_study___28_plant.txt
pot_15	phenotyping	P_4549	d_VIB_study___28_plant.txt
pot_150	phenotyping	P_4465	d_VIB_study___28_plant.txt
pot_151	phenotyping	P_4466	d_VIB_study___28_plant.txt
pot_152	phenotyping	P_4467	d_VIB_study___28_plant.txt
pot_153	phenotyping	P_4468	d_VIB_study___28_plant.txt
pot_154	phenotyping	P_4469	d_VIB_study___28_plant.txt
pot_155	phenotyping	P_4470	d_VIB_study___28_plant.txt
pot_156	phenotyping	P_4471	d_VIB_study___28_plant.txt
pot_157	phenotyping	P_4472	d_VIB_study___28_plant.txt
pot_158	phenotyping	P_4473	d_VIB_study___28_plant.txt
pot_159	phenotyping	P_4474	d_VIB_study___28_plant.txt
pot_16	phenotyping	P_4550	d_VIB_study___28_plant.txt
pot_160	phenotyping	P_4455	d_VIB_study___28_plant.txt
pot_161	phenotyping	P_4575	d_VIB_study___28_plant.txt
pot_162	phenotyping	P_4576	d_VIB_study___28_plant.txt
pot_163	phenotyping	P_4577	d_VIB_study___28_plant.txt
pot_164	phenotyping	P_4578	d_VIB_study___28_plant.txt
pot_165	phenotyping	P_4579	d_VIB_study___28_plant.txt
pot_166	phenotyping	P_4602	d_VIB_study___28_plant.txt
pot_167	phenotyping	P_4603	d_VIB_study___28_plant.txt
pot_168	phenotyping	P_4600	d_VIB_study___28_plant.txt
pot_169	phenotyping	P_4601	d_VIB_study___28_plant.txt
pot_17	phenotyping	P_4551	d_VIB_study___28_plant.txt
pot_18	phenotyping	P_4552	d_VIB_study___28_plant.txt
pot_19	phenotyping	P_4553	d_VIB_study___28_plant.txt
pot_2	phenotyping	P_4536	d_VIB_study___28_plant.txt
pot_20	phenotyping	P_4554	d_VIB_study___28_plant.txt
pot_21	phenotyping	P_4524	d_VIB_study___28_plant.txt
pot_22	phenotyping	P_4525	d_VIB_study___28_plant.txt
pot_23	phenotyping	P_4526	d_VIB_study___28_plant.txt
pot_24	phenotyping	P_4527	d_VIB_study___28_plant.txt
pot_25	phenotyping	P_4528	d_VIB_study___28_plant.txt
pot_26	phenotyping	P_4529	d_VIB_study___28_plant.txt
pot_27	phenotyping	P_4530	d_VIB_study___28_plant.txt
pot_28	phenotyping	P_4531	d_VIB_study___28_plant.txt
pot_29	phenotyping	P_4532	d_VIB_study___28_plant.txt
pot_3	phenotyping	P_4537	d_VIB_study___28_plant.txt
pot_30	phenotyping	P_4533	d_VIB_study___28_plant.txt
pot_31	phenotyping	P_4534	d_VIB_study___28_plant.txt
pot_32	phenotyping	P_4515	d_VIB_study___28_plant.txt
pot_33	phenotyping	P_4516	d_VIB_study___28_plant.txt
pot_34	phenotyping	P_4517	d_VIB_study___28_plant.txt
pot_35	phenotyping	P_4518	d_VIB_study___28_plant.txt
pot_36	phenotyping	P_4519	d_VIB_study___28_plant.txt
pot_37	phenotyping	P_4520	d_VIB_study___28_plant.txt
pot_38	phenotyping	P_4521	d_VIB_study___28_plant.txt
pot_39	phenotyping	P_4522	d_VIB_study___28_plant.txt
pot_4	phenotyping	P_4538	d_VIB_study___28_plant.txt
pot_40	phenotyping	P_4523	d_VIB_study___28_plant.txt
pot_41	phenotyping	P_4435	d_VIB_study___28_plant.txt
pot_42	phenotyping	P_4436	d_VIB_study___28_plant.txt
pot_43	phenotyping	P_4437	d_VIB_study___28_plant.txt
pot_44	phenotyping	P_4438	d_VIB_study___28_plant.txt
pot_45	phenotyping	P_4439	d_VIB_study___28_plant.txt
pot_46	phenotyping	P_4440	d_VIB_study___28_plant.txt
pot_47	phenotyping	P_4441	d_VIB_study___28_plant.txt
pot_48	phenotyping	P_4442	d_VIB_study___28_plant.txt
pot_49	phenotyping	P_4443	d_VIB_study___28_plant.txt
pot_5	phenotyping	P_4539	d_VIB_study___28_plant.txt
pot_50	phenotyping	P_4444	d_VIB_study___28_plant.txt
pot_51	phenotyping	P_4445	d_VIB_study___28_plant.txt
pot_52	phenotyping	P_4446	d_VIB_study___28_plant.txt
pot_53	phenotyping	P_4447	d_VIB_study___28_plant.txt
pot_54	phenotyping	P_4448	d_VIB_study___28_plant.txt
pot_55	phenotyping	P_4449	d_VIB_study___28_plant.txt
pot_56	phenotyping	P_4450	d_VIB_study___28_plant.txt
pot_57	phenotyping	P_4451	d_VIB_study___28_plant.txt
pot_58	phenotyping	P_4452	d_VIB_study___28_plant.txt
pot_59	phenotyping	P_4453	d_VIB_study___28_plant.txt
pot_6	phenotyping	P_4540	d_VIB_study___28_plant.txt
pot_60	phenotyping	P_4454	d_VIB_study___28_plant.txt
pot_61	phenotyping	P_4572	d_VIB_study___28_plant.txt
pot_62	phenotyping	P_4573	d_VIB_study___28_plant.txt
pot_63	phenotyping	P_4574	d_VIB_study___28_plant.txt
pot_64	phenotyping	P_4555	d_VIB_study___28_plant.txt
pot_65	phenotyping	P_4556	d_VIB_study___28_plant.txt
pot_66	phenotyping	P_4557	d_VIB_study___28_plant.txt
pot_67	phenotyping	P_4558	d_VIB_study___28_plant.txt
pot_68	phenotyping	P_4559	d_VIB_study___28_plant.txt
pot_69	phenotyping	P_4560	d_VIB_study___28_plant.txt
pot_7	phenotyping	P_4541	d_VIB_study___28_plant.txt
pot_70	phenotyping	P_4561	d_VIB_study___28_plant.txt
pot_71	phenotyping	P_4562	d_VIB_study___28_plant.txt
pot_72	phenotyping	P_4563	d_VIB_study___28_plant.txt
pot_73	phenotyping	P_4564	d_VIB_study___28_plant.txt
pot_74	phenotyping	P_4565	d_VIB_study___28_plant.txt
pot_75	phenotyping	P_4566	d_VIB_study___28_plant.txt
pot_76	phenotyping	P_4567	d_VIB_study___28_plant.txt
pot_77	phenotyping	P_4568	d_VIB_study___28_plant.txt
pot_78	phenotyping	P_4569	d_VIB_study___28_plant.txt
pot_79	phenotyping	P_4570	d_VIB_study___28_plant.txt
pot_8	phenotyping	P_4542	d_VIB_study___28_plant.txt
pot_80	phenotyping	P_4571	d_VIB_study___28_plant.txt
pot_81	phenotyping	P_4500	d_VIB_study___28_plant.txt
pot_82	phenotyping	P_4501	d_VIB_study___28_plant.txt
pot_83	phenotyping	P_4502	d_VIB_study___28_plant.txt
pot_84	phenotyping	P_4503	d_VIB_study___28_plant.txt
pot_85	phenotyping	P_4504	d_VIB_study___28_plant.txt
pot_86	phenotyping	P_4505	d_VIB_study___28_plant.txt
pot_87	phenotyping	P_4506	d_VIB_study___28_plant.txt
pot_88	phenotyping	P_4507	d_VIB_study___28_plant.txt
pot_89	phenotyping	P_4508	d_VIB_study___28_plant.txt
pot_9	phenotyping	P_4543	d_VIB_study___28_plant.txt
pot_90	phenotyping	P_4509	d_VIB_study___28_plant.txt
pot_91	phenotyping	P_4510	d_VIB_study___28_plant.txt
pot_92	phenotyping	P_4511	d_VIB_study___28_plant.txt
pot_93	phenotyping	P_4512	d_VIB_study___28_plant.txt
pot_94	phenotyping	P_4513	d_VIB_study___28_plant.txt
pot_95	phenotyping	P_4514	d_VIB_study___28_plant.txt
pot_96	phenotyping	P_4495	d_VIB_study___28_plant.txt
pot_97	phenotyping	P_4496	d_VIB_study___28_plant.txt
pot_98	phenotyping	P_4497	d_VIB_study___28_plant.txt
pot_99	phenotyping	P_4498	d_VIB_study___28_plant.txt
