Sample Name	Protocol REF	Assay Name	Derived Data File
pot_1	phenotyping	P_4376	d_VIB_study___27_plant.txt
pot_10	phenotyping	P_4385	d_VIB_study___27_plant.txt
pot_100	phenotyping	P_4419	d_VIB_study___27_plant.txt
pot_101	phenotyping	P_4327	d_VIB_study___27_plant.txt
pot_102	phenotyping	P_4328	d_VIB_study___27_plant.txt
pot_103	phenotyping	P_4329	d_VIB_study___27_plant.txt
pot_104	phenotyping	P_4330	d_VIB_study___27_plant.txt
pot_105	phenotyping	P_4331	d_VIB_study___27_plant.txt
pot_106	phenotyping	P_4332	d_VIB_study___27_plant.txt
pot_107	phenotyping	P_4333	d_VIB_study___27_plant.txt
pot_108	phenotyping	P_4334	d_VIB_study___27_plant.txt
pot_109	phenotyping	P_4335	d_VIB_study___27_plant.txt
pot_11	phenotyping	P_4386	d_VIB_study___27_plant.txt
pot_110	phenotyping	P_4336	d_VIB_study___27_plant.txt
pot_111	phenotyping	P_4337	d_VIB_study___27_plant.txt
pot_112	phenotyping	P_4338	d_VIB_study___27_plant.txt
pot_113	phenotyping	P_4339	d_VIB_study___27_plant.txt
pot_114	phenotyping	P_4340	d_VIB_study___27_plant.txt
pot_115	phenotyping	P_4341	d_VIB_study___27_plant.txt
pot_116	phenotyping	P_4342	d_VIB_study___27_plant.txt
pot_117	phenotyping	P_4343	d_VIB_study___27_plant.txt
pot_118	phenotyping	P_4344	d_VIB_study___27_plant.txt
pot_119	phenotyping	P_4345	d_VIB_study___27_plant.txt
pot_12	phenotyping	P_4387	d_VIB_study___27_plant.txt
pot_120	phenotyping	P_4346	d_VIB_study___27_plant.txt
pot_121	phenotyping	P_4320	d_VIB_study___27_plant.txt
pot_122	phenotyping	P_4321	d_VIB_study___27_plant.txt
pot_123	phenotyping	P_4322	d_VIB_study___27_plant.txt
pot_124	phenotyping	P_4323	d_VIB_study___27_plant.txt
pot_125	phenotyping	P_4324	d_VIB_study___27_plant.txt
pot_126	phenotyping	P_4325	d_VIB_study___27_plant.txt
pot_127	phenotyping	P_4326	d_VIB_study___27_plant.txt
