Sample Name	Protocol REF	Assay Name	Derived Data File
pot_1	phenotyping	P_6440	d_VIB_study___39_plant.txt
pot_10	phenotyping	P_6449	d_VIB_study___39_plant.txt
pot_100	phenotyping	P_6339	d_VIB_study___39_plant.txt
pot_101	phenotyping	P_6340	d_VIB_study___39_plant.txt
pot_102	phenotyping	P_6341	d_VIB_study___39_plant.txt
pot_103	phenotyping	P_6342	d_VIB_study___39_plant.txt
pot_104	phenotyping	P_6343	d_VIB_study___39_plant.txt
pot_105	phenotyping	P_6344	d_VIB_study___39_plant.txt
pot_106	phenotyping	P_6345	d_VIB_study___39_plant.txt
pot_107	phenotyping	P_6346	d_VIB_study___39_plant.txt
pot_108	phenotyping	P_6347	d_VIB_study___39_plant.txt
pot_109	phenotyping	P_6348	d_VIB_study___39_plant.txt
pot_11	phenotyping	P_6450	d_VIB_study___39_plant.txt
pot_110	phenotyping	P_6349	d_VIB_study___39_plant.txt
pot_111	phenotyping	P_6350	d_VIB_study___39_plant.txt
pot_112	phenotyping	P_6351	d_VIB_study___39_plant.txt
pot_113	phenotyping	P_6352	d_VIB_study___39_plant.txt
pot_114	phenotyping	P_6353	d_VIB_study___39_plant.txt
pot_115	phenotyping	P_6427	d_VIB_study___39_plant.txt
pot_116	phenotyping	P_6428	d_VIB_study___39_plant.txt
pot_117	phenotyping	P_6429	d_VIB_study___39_plant.txt
pot_118	phenotyping	P_6430	d_VIB_study___39_plant.txt
pot_119	phenotyping	P_6431	d_VIB_study___39_plant.txt
pot_12	phenotyping	P_6451	d_VIB_study___39_plant.txt
pot_120	phenotyping	P_6432	d_VIB_study___39_plant.txt
pot_121	phenotyping	P_6433	d_VIB_study___39_plant.txt
pot_122	phenotyping	P_6434	d_VIB_study___39_plant.txt
pot_123	phenotyping	P_6435	d_VIB_study___39_plant.txt
pot_124	phenotyping	P_6436	d_VIB_study___39_plant.txt
pot_125	phenotyping	P_6437	d_VIB_study___39_plant.txt
pot_126	phenotyping	P_6438	d_VIB_study___39_plant.txt
pot_127	phenotyping	P_6439	d_VIB_study___39_plant.txt
pot_128	phenotyping	P_6421	d_VIB_study___39_plant.txt
pot_129	phenotyping	P_6422	d_VIB_study___39_plant.txt
pot_13	phenotyping	P_6452	d_VIB_study___39_plant.txt
pot_130	phenotyping	P_6423	d_VIB_study___39_plant.txt
pot_131	phenotyping	P_6424	d_VIB_study___39_plant.txt
pot_132	phenotyping	P_6425	d_VIB_study___39_plant.txt
pot_133	phenotyping	P_6426	d_VIB_study___39_plant.txt
pot_134	phenotyping	P_6297	d_VIB_study___39_plant.txt
pot_135	phenotyping	P_6298	d_VIB_study___39_plant.txt
pot_136	phenotyping	P_6299	d_VIB_study___39_plant.txt
pot_137	phenotyping	P_6300	d_VIB_study___39_plant.txt
pot_138	phenotyping	P_6301	d_VIB_study___39_plant.txt
pot_139	phenotyping	P_6302	d_VIB_study___39_plant.txt
pot_14	phenotyping	P_6453	d_VIB_study___39_plant.txt
pot_140	phenotyping	P_6303	d_VIB_study___39_plant.txt
pot_141	phenotyping	P_6304	d_VIB_study___39_plant.txt
pot_142	phenotyping	P_6305	d_VIB_study___39_plant.txt
pot_143	phenotyping	P_6306	d_VIB_study___39_plant.txt
pot_144	phenotyping	P_6307	d_VIB_study___39_plant.txt
pot_145	phenotyping	P_6308	d_VIB_study___39_plant.txt
pot_146	phenotyping	P_6309	d_VIB_study___39_plant.txt
pot_147	phenotyping	P_6310	d_VIB_study___39_plant.txt
pot_148	phenotyping	P_6311	d_VIB_study___39_plant.txt
pot_149	phenotyping	P_6312	d_VIB_study___39_plant.txt
pot_15	phenotyping	P_6454	d_VIB_study___39_plant.txt
pot_150	phenotyping	P_6313	d_VIB_study___39_plant.txt
pot_151	phenotyping	P_6314	d_VIB_study___39_plant.txt
pot_152	phenotyping	P_6315	d_VIB_study___39_plant.txt
pot_153	phenotyping	P_6366	d_VIB_study___39_plant.txt
pot_154	phenotyping	P_6367	d_VIB_study___39_plant.txt
pot_155	phenotyping	P_6368	d_VIB_study___39_plant.txt
pot_156	phenotyping	P_6369	d_VIB_study___39_plant.txt
pot_157	phenotyping	P_6370	d_VIB_study___39_plant.txt
pot_158	phenotyping	P_6371	d_VIB_study___39_plant.txt
pot_159	phenotyping	P_6372	d_VIB_study___39_plant.txt
pot_16	phenotyping	P_6455	d_VIB_study___39_plant.txt
pot_160	phenotyping	P_6354	d_VIB_study___39_plant.txt
pot_161	phenotyping	P_6355	d_VIB_study___39_plant.txt
pot_162	phenotyping	P_6356	d_VIB_study___39_plant.txt
pot_163	phenotyping	P_6357	d_VIB_study___39_plant.txt
pot_164	phenotyping	P_6358	d_VIB_study___39_plant.txt
pot_165	phenotyping	P_6359	d_VIB_study___39_plant.txt
pot_166	phenotyping	P_6360	d_VIB_study___39_plant.txt
pot_167	phenotyping	P_6361	d_VIB_study___39_plant.txt
pot_168	phenotyping	P_6362	d_VIB_study___39_plant.txt
pot_169	phenotyping	P_6363	d_VIB_study___39_plant.txt
pot_17	phenotyping	P_6456	d_VIB_study___39_plant.txt
pot_170	phenotyping	P_6364	d_VIB_study___39_plant.txt
pot_171	phenotyping	P_6365	d_VIB_study___39_plant.txt
pot_172	phenotyping	P_6412	d_VIB_study___39_plant.txt
pot_173	phenotyping	P_6413	d_VIB_study___39_plant.txt
pot_174	phenotyping	P_6414	d_VIB_study___39_plant.txt
pot_175	phenotyping	P_6415	d_VIB_study___39_plant.txt
pot_176	phenotyping	P_6411	d_VIB_study___39_plant.txt
pot_177	phenotyping	P_6416	d_VIB_study___39_plant.txt
pot_178	phenotyping	P_6417	d_VIB_study___39_plant.txt
pot_179	phenotyping	P_6418	d_VIB_study___39_plant.txt
pot_18	phenotyping	P_6457	d_VIB_study___39_plant.txt
pot_180	phenotyping	P_6419	d_VIB_study___39_plant.txt
pot_181	phenotyping	P_6420	d_VIB_study___39_plant.txt
pot_19	phenotyping	P_6458	d_VIB_study___39_plant.txt
pot_2	phenotyping	P_6441	d_VIB_study___39_plant.txt
pot_20	phenotyping	P_6323	d_VIB_study___39_plant.txt
pot_21	phenotyping	P_6324	d_VIB_study___39_plant.txt
pot_22	phenotyping	P_6325	d_VIB_study___39_plant.txt
pot_23	phenotyping	P_6326	d_VIB_study___39_plant.txt
pot_24	phenotyping	P_6327	d_VIB_study___39_plant.txt
pot_25	phenotyping	P_6328	d_VIB_study___39_plant.txt
pot_26	phenotyping	P_6329	d_VIB_study___39_plant.txt
pot_27	phenotyping	P_6330	d_VIB_study___39_plant.txt
pot_28	phenotyping	P_6331	d_VIB_study___39_plant.txt
pot_29	phenotyping	P_6332	d_VIB_study___39_plant.txt
pot_3	phenotyping	P_6442	d_VIB_study___39_plant.txt
pot_30	phenotyping	P_6333	d_VIB_study___39_plant.txt
pot_31	phenotyping	P_6334	d_VIB_study___39_plant.txt
pot_32	phenotyping	P_6316	d_VIB_study___39_plant.txt
pot_33	phenotyping	P_6317	d_VIB_study___39_plant.txt
pot_34	phenotyping	P_6318	d_VIB_study___39_plant.txt
pot_35	phenotyping	P_6319	d_VIB_study___39_plant.txt
pot_36	phenotyping	P_6320	d_VIB_study___39_plant.txt
pot_37	phenotyping	P_6321	d_VIB_study___39_plant.txt
pot_38	phenotyping	P_6322	d_VIB_study___39_plant.txt
pot_39	phenotyping	P_6373	d_VIB_study___39_plant.txt
pot_4	phenotyping	P_6443	d_VIB_study___39_plant.txt
pot_40	phenotyping	P_6374	d_VIB_study___39_plant.txt
pot_41	phenotyping	P_6375	d_VIB_study___39_plant.txt
pot_42	phenotyping	P_6376	d_VIB_study___39_plant.txt
pot_43	phenotyping	P_6377	d_VIB_study___39_plant.txt
pot_44	phenotyping	P_6378	d_VIB_study___39_plant.txt
pot_45	phenotyping	P_6379	d_VIB_study___39_plant.txt
pot_46	phenotyping	P_6380	d_VIB_study___39_plant.txt
pot_47	phenotyping	P_6381	d_VIB_study___39_plant.txt
pot_48	phenotyping	P_6382	d_VIB_study___39_plant.txt
pot_49	phenotyping	P_6383	d_VIB_study___39_plant.txt
pot_5	phenotyping	P_6444	d_VIB_study___39_plant.txt
pot_50	phenotyping	P_6384	d_VIB_study___39_plant.txt
pot_51	phenotyping	P_6385	d_VIB_study___39_plant.txt
pot_52	phenotyping	P_6386	d_VIB_study___39_plant.txt
pot_53	phenotyping	P_6387	d_VIB_study___39_plant.txt
pot_54	phenotyping	P_6388	d_VIB_study___39_plant.txt
pot_55	phenotyping	P_6389	d_VIB_study___39_plant.txt
pot_56	phenotyping	P_6390	d_VIB_study___39_plant.txt
pot_57	phenotyping	P_6391	d_VIB_study___39_plant.txt
pot_6	phenotyping	P_6445	d_VIB_study___39_plant.txt
pot_7	phenotyping	P_6446	d_VIB_study___39_plant.txt
pot_77	phenotyping	P_6392	d_VIB_study___39_plant.txt
pot_78	phenotyping	P_6393	d_VIB_study___39_plant.txt
pot_79	phenotyping	P_6394	d_VIB_study___39_plant.txt
pot_8	phenotyping	P_6447	d_VIB_study___39_plant.txt
pot_80	phenotyping	P_6395	d_VIB_study___39_plant.txt
pot_81	phenotyping	P_6396	d_VIB_study___39_plant.txt
pot_82	phenotyping	P_6397	d_VIB_study___39_plant.txt
pot_83	phenotyping	P_6398	d_VIB_study___39_plant.txt
pot_84	phenotyping	P_6399	d_VIB_study___39_plant.txt
pot_85	phenotyping	P_6400	d_VIB_study___39_plant.txt
pot_86	phenotyping	P_6401	d_VIB_study___39_plant.txt
pot_87	phenotyping	P_6402	d_VIB_study___39_plant.txt
pot_88	phenotyping	P_6403	d_VIB_study___39_plant.txt
pot_89	phenotyping	P_6404	d_VIB_study___39_plant.txt
pot_9	phenotyping	P_6448	d_VIB_study___39_plant.txt
pot_90	phenotyping	P_6405	d_VIB_study___39_plant.txt
pot_91	phenotyping	P_6406	d_VIB_study___39_plant.txt
pot_92	phenotyping	P_6407	d_VIB_study___39_plant.txt
pot_93	phenotyping	P_6408	d_VIB_study___39_plant.txt
pot_94	phenotyping	P_6409	d_VIB_study___39_plant.txt
pot_95	phenotyping	P_6410	d_VIB_study___39_plant.txt
pot_96	phenotyping	P_6335	d_VIB_study___39_plant.txt
pot_97	phenotyping	P_6336	d_VIB_study___39_plant.txt
pot_98	phenotyping	P_6337	d_VIB_study___39_plant.txt
pot_99	phenotyping	P_6338	d_VIB_study___39_plant.txt
